Autor,Comentarios,Data_traducao,Group,Section,Subgroup,Versao_Uniclass,_id,code_item,code_tabela,descricao_SECClasS,idItem,nivel_item,object_item,title_item,titulo_SECClasS
,,,20,64,75,1.12,60d41ae8ddc3ec53204c81fd,Co_20_75_64,Complexos,,36,3,,Prison complexes,Complexos prisionais
,,,20,71,75,1.12,60d41ae8ddc3ec53204c81fe,Co_20_75_71,Complexos,,37,3,,Refugee detention complexes,Complexos de detenção de refugiados
,,,20,,80,1.12,60d41ae8ddc3ec53204c81ff,Co_20_80,Complexos,,38,2,,Weapons training complexes,Complexos de treino com armas
,,,20,4,80,1.12,60d41ae8ddc3ec53204c8200,Co_20_80_04,Complexos,,39,3,,Artillery firing range complexes,Carreiras de tiro de artilharia
,,,20,80,80,1.12,60d41ae8ddc3ec53204c8201,Co_20_80_80,Complexos,,40,3,,Small arms firing range complexes,Carreiras de tiro de armas de pequeno porte
,,,20,,90,1.12,60d41ae8ddc3ec53204c8202,Co_20_90,Complexos,,41,2,,Incident support complexes,Complexos de suporte à emergência
,,,20,2,90,1.12,60d41ae8ddc3ec53204c8203,Co_20_90_02,Complexos,,42,3,,Air and sea rescue complexes,Complexos de resgate aéreo e marítimo
,,,20,16,90,1.12,60d41ae8ddc3ec53204c8204,Co_20_90_16,Complexos,,43,3,,Coastguard stations,Estações da guarda costeira
,,,20,27,90,1.12,60d41ae8ddc3ec53204c8205,Co_20_90_27,Complexos,,44,3,,Fire brigade complexes,Quartéis de bombeiros
,,,20,47,90,1.12,60d41ae8ddc3ec53204c8206,Co_20_90_47,Complexos,,45,3,,Lifeboat stations,Estações de salva-vidas
,,,20,53,90,1.12,60d41ae8ddc3ec53204c8207,Co_20_90_53,Complexos,,46,3,,Mountain rescue complexes,Complexos de resgate de montanha
,,,25,,,1.12,60d41ae8ddc3ec53204c8208,Co_25,Complexos,,47,1,,"Cultural, educational, scientific and information complexes","Complexos culturais, educacionais, científicos e de informação"
,,,25,,5,1.12,60d41ae8ddc3ec53204c8209,Co_25_05,Complexos,,48,2,,Commemorative complexes,Complexos comemorativos
,,,25,,10,1.12,60d41ae8ddc3ec53204c820a,Co_25_10,Complexos,,49,2,,Educational complexes,Complexos educacionais
,,,25,32,10,1.12,60d41ae8ddc3ec53204c820b,Co_25_10_32,Complexos,,50,3,,Further education colleges,Instituições de ensino profissional
,,,25,41,10,1.12,60d41ae8ddc3ec53204c820c,Co_25_10_41,Complexos,,51,3,,Infant schools,Edifícios de educação infantil e pré-escolar
,,,25,45,10,1.12,60d41ae8ddc3ec53204c820d,Co_25_10_45,Complexos,,52,3,,"Kindergartens, nurseries and preschools","Jardins de infância, creches e escolas de ensino pré-escolar"
,,,25,66,10,1.12,60d41ae8ddc3ec53204c820e,Co_25_10_66,Complexos,,53,3,,Primary schools,Escolas do ensino básico
,,,25,77,10,1.12,60d41ae8ddc3ec53204c820f,Co_25_10_77,Complexos,,54,3,,Secondary schools,Escolas do ensino secundário
,,,25,88,10,1.12,60d41ae8ddc3ec53204c8210,Co_25_10_88,Complexos,,55,3,,Tertiary colleges,Instituições de ensino superior
,,,25,92,10,1.12,60d41ae8ddc3ec53204c8211,Co_25_10_92,Complexos,,56,3,,Universities,Universidades
,,,25,,30,1.12,60d41ae8ddc3ec53204c8212,Co_25_30,Complexos,,57,2,,Scientific complexes,Complexos científicos
,,,25,4,30,1.12,60d41ae8ddc3ec53204c8213,Co_25_30_04,Complexos,,58,3,,Astronomical observatory complexes,Observatórios Astronómicos
,,,25,8,30,1.12,60d41ae8ddc3ec53204c8214,Co_25_30_08,Complexos,,59,3,,Botanical gardens,Jardins botânicos
,,,25,45,30,1.12,60d41ae8ddc3ec53204c8215,Co_25_30_45,Complexos,,60,3,,Laboratory complexes,Complexos laboratoriais
,,,25,70,30,1.12,60d41ae8ddc3ec53204c8216,Co_25_30_70,Complexos,,61,3,,Research complexes,Complexos de investigação
,,,25,,50,1.12,60d41ae8ddc3ec53204c8217,Co_25_50,Complexos,,62,2,,Exhibition complexes,Complexos de exibição
,,,25,3,50,1.12,60d41ae8ddc3ec53204c8218,Co_25_50_03,Complexos,,63,3,,Art installations,Instalações de arte
,,,25,33,50,1.12,60d41ae8ddc3ec53204c8219,Co_25_50_33,Complexos,,64,3,,Galleries,Galerias
,,,25,34,50,1.12,60d41ae8ddc3ec53204c821a,Co_25_50_34,Complexos,,65,3,,Gardens and arboretums,Jardins e arboretos
,,,25,50,50,1.12,60d41ae8ddc3ec53204c821b,Co_25_50_50,Complexos,,66,3,,Memorial complexes,Complexos memoriais
,,,25,52,50,1.12,60d41ae8ddc3ec53204c821c,Co_25_50_52,Complexos,,67,3,,Monument complexes,Complexos monumentais
,,,25,54,50,1.12,60d41ae8ddc3ec53204c821d,Co_25_50_54,Complexos,,68,3,,Multi-purpose exhibition complexes,Complexos de exposição polivalente
,,,25,55,50,1.12,60d41ae8ddc3ec53204c821e,Co_25_50_55,Complexos,,69,3,,Museums,Museus
,,,25,58,50,1.12,60d41ae8ddc3ec53204c821f,Co_25_50_58,Complexos,,70,3,,Open-air museums,Museus a céu aberto
,,,25,59,50,1.12,60d41ae8ddc3ec53204c8220,Co_25_50_59,Complexos,,71,3,,Open-air sculpture parks,Parques de esculturas ao ar livre
,,,25,99,50,1.12,60d41ae8ddc3ec53204c8221,Co_25_50_99,Complexos,,72,3,,Zoos,Jardins Zoológicos
,,,25,,70,1.12,60d41ae8ddc3ec53204c8222,Co_25_70,Complexos,,73,2,,Information complexes,Complexos de informação
,,,25,16,70,1.12,60d41ae8ddc3ec53204c8223,Co_25_70_16,Complexos,,74,3,,Conference complexes,Centros de conferências e congressos
,,,25,23,70,1.12,60d41ae8ddc3ec53204c8224,Co_25_70_23,Complexos,,75,3,,Document archives,Arquivos
,,,25,30,70,1.12,60d41ae8ddc3ec53204c8225,Co_25_70_30,Complexos,,76,3,,Film archives,Cinematecas
,,,25,41,70,1.12,60d41ae8ddc3ec53204c8226,Co_25_70_41,Complexos,,77,3,,Information centres,Centros de informação
,,,25,47,70,1.12,60d41ae8ddc3ec53204c8227,Co_25_70_47,Complexos,,78,3,,Library complexes,Complexos de bibliotecas
,,,25,,90,1.12,60d41ae8ddc3ec53204c8228,Co_25_90,Complexos,,79,2,,Worship complexes,Complexos de culto
,,,25,30,90,1.12,60d41ae8ddc3ec53204c8229,Co_25_90_30,Complexos,,80,3,,Faith worship complexes,Complexos de culto religioso
,,,30,,,1.12,60d41ae8ddc3ec53204c822a,Co_30,Complexos,,81,1,,Industrial complexes,Complexos industriais
,,,30,,10,1.12,60d41ae8ddc3ec53204c822b,Co_30_10,Complexos,,82,2,,Mineral extraction complexes,Complexos de extracção mineira
,,,30,22,10,1.12,60d41ae8ddc3ec53204c822c,Co_30_10_22,Complexos,,83,3,,Deep mines,Minas subterrânea profunda
,,,30,24,10,1.12,60d41ae8ddc3ec53204c822d,Co_30_10_24,Complexos,,84,3,,Drift mines,Minas subterrânea sub-horizontais
,,,30,51,10,1.12,60d41ae8ddc3ec53204c822e,Co_30_10_51,Complexos,,85,3,,Methane hydrates extraction complexes,Complexos de extração de hidratos de metano
,,,30,61,10,1.12,60d41ae8ddc3ec53204c822f,Co_30_10_61,Complexos,,86,3,,Opencast mines,Minas a céu aberto
,,,30,69,10,1.12,60d41ae8ddc3ec53204c8230,Co_30_10_69,Complexos,,87,3,,Quarries,Pedreiras
,,,30,77,10,1.12,60d41ae8ddc3ec53204c8231,Co_30_10_77,Complexos,,88,3,,Shale gas extraction complexes,Complexos de extracção de gás de xisto
,,,30,78,10,1.12,60d41ae8ddc3ec53204c8232,Co_30_10_78,Complexos,,89,3,,Shale oil extraction complexes,Complexos de extracção de óleo de xisto
,,,30,,20,1.12,60d41ae8ddc3ec53204c8233,Co_30_20,Complexos,,90,2,,Nuclear and chemical management complexes,Complexos de gestão nucleares e químicos
,,,30,80,20,1.12,60d41ae8ddc3ec53204c8234,Co_30_20_80,Complexos,,91,3,,Surface radioactive waste management complexes,Complexos de gestão de resíduos radioactivos à superfície
,,,30,95,20,1.12,60d41ae8ddc3ec53204c8235,Co_30_20_95,Complexos,,92,3,,Underground radioactive waste management complexes,Complexos de gestão de resíduos radioactivos subterrâneos
,,,30,,30,1.12,60d41ae8ddc3ec53204c8236,Co_30_30,Complexos,,93,2,,Mineral processing complexes,Complexos de processamento mineral
,,,30,30,30,1.12,60d41ae8ddc3ec53204c8237,Co_30_30_30,Complexos,,94,3,,Gas processing complexes,Complexos de processamento de gás
,,,30,50,30,1.12,60d41ae8ddc3ec53204c8238,Co_30_30_50,Complexos,,95,3,,Oil processing complexes,Complexos de processamento de petróleo
,,,30,55,30,1.12,60d41ae8ddc3ec53204c8239,Co_30_30_55,Complexos,,96,3,,Ore processing complexes,Complexos de processamento de minério
,,,30,,40,1.12,60d41ae8ddc3ec53204c823a,Co_30_40,Complexos,,97,2,,Animal and plant products processing complexes,Complexos de processamento de produtos animais e vegetais
,,,30,1,40,1.12,60d41ae8ddc3ec53204c823b,Co_30_40_01,Complexos,,98,3,,Abattoirs,Matadouros
,,,30,3,40,1.12,60d41ae8ddc3ec53204c823c,Co_30_40_03,Complexos,,99,3,,Animal product processing complexes,Complexos de processamento de produtos animais
,,,30,4,40,1.12,60d41ae8ddc3ec53204c823d,Co_30_40_04,Complexos,,100,3,,Arable crop processing complexes,Complexos de processamento de culturas arvenses
,,,30,6,40,1.12,60d41ae8ddc3ec53204c823e,Co_30_40_06,Complexos,,101,3,,Bakeries,Padarias
,,,30,8,40,1.12,60d41ae8ddc3ec53204c823f,Co_30_40_08,Complexos,,102,3,,Breweries,Fábricas de cerveja
,,,30,11,40,1.12,60d41ae8ddc3ec53204c8240,Co_30_40_11,Complexos,,103,3,,Canneries,Fábricas de conservas
,,,30,22,40,1.12,60d41ae8ddc3ec53204c8241,Co_30_40_22,Complexos,,104,3,,Distilleries,Destilarias
,,,30,30,40,1.12,60d41ae8ddc3ec53204c8242,Co_30_40_30,Complexos,,105,3,,Fish processing complexes,Complexos de processamento de peixe
,,,30,40,40,1.12,60d41ae8ddc3ec53204c8243,Co_30_40_40,Complexos,,106,3,,Horticultural crop processing complexes,Complexos de processamento de hortícolas
,,,30,55,40,1.12,60d41ae8ddc3ec53204c8244,Co_30_40_55,Complexos,,107,3,,Mills,Moinhos
,,,30,60,40,1.12,60d41ae8ddc3ec53204c8245,Co_30_40_60,Complexos,,108,3,,Livestock processing complexes,Complexos de processamento de gado
,,,30,90,40,1.12,60d41ae8ddc3ec53204c8246,Co_30_40_90,Complexos,,109,3,,Timber processing complexes,Complexos de processamento de madeira
,,,30,96,40,1.12,60d41ae8ddc3ec53204c8247,Co_30_40_96,Complexos,,110,3,,Wineries,Complexos vitivinícolas
,,,30,,50,1.12,60d41ae8ddc3ec53204c8248,Co_30_50,Complexos,,111,2,,Manufacturing complexes,Complexos industriais
,,,30,37,50,1.12,60d41ae8ddc3ec53204c8249,Co_30_50_37,Complexos,,112,3,,Heavy manufacturing complexes,Complexos industriais de produção pesada
,,,30,41,50,1.12,60d41ae8ddc3ec53204c824a,Co_30_50_41,Complexos,,113,3,,Industrial parks,Parques industriais
,,,30,47,50,1.12,60d41ae8ddc3ec53204c824b,Co_30_50_47,Complexos,,114,3,,Light manufacturing complexes,Complexos industriais de produção ligeira
,,,30,77,50,1.12,60d41ae8ddc3ec53204c824c,Co_30_50_77,Complexos,,115,3,,Ship and boat building yards,Estaleiros navais
,,,30,,60,1.12,60d41ae8ddc3ec53204c824d,Co_30_60,Complexos,,116,2,,Cleaning and maintenance complexes,Complexos de limpeza e de manutenção
,,,30,15,60,1.12,60d41ae8ddc3ec53204c824e,Co_30_60_15,Complexos,,117,3,,Commercial laundries,Lavandarias comerciais
,,,30,94,60,1.12,60d41ae8ddc3ec53204c824f,Co_30_60_94,Complexos,,118,3,,Vehicle cleaning complexes,Complexos de limpeza de veículos
,,,30,,80,1.12,60d41ae8ddc3ec53204c8250,Co_30_80,Complexos,,119,2,,Mechanical power generation complexes,Complexos de geração de energia mecânica
,,,30,10,80,1.12,60d41ae8ddc3ec53204c8251,Co_30_80_10,Complexos,,120,3,,Kinetic power generation complexes,Complexos de geração de energia cinética
,,,30,,85,1.12,60d41ae8ddc3ec53204c8252,Co_30_85,Complexos,,121,2,,Marine and water maintenance complexes,Complexos de manutenção marinhos e aquáticos
,,,30,,90,1.12,60d41ae8ddc3ec53204c8253,Co_30_90,Complexos,,122,2,,Warehousing and distribution complexes,Complexos de armazenagem e distribuição
,,,32,,,1.12,60d41ae8ddc3ec53204c8254,Co_32,Complexos,,123,1,,Water and land management complexes,Complexos de gestão de água e território
,,,32,,10,1.12,60d41ae8ddc3ec53204c8255,Co_32_10,Complexos,,124,2,,Agricultural and horticultural complexes,Complexos agrícolas e hortícolas
,,,32,2,10,1.12,60d41ae8ddc3ec53204c8256,Co_32_10_02,Complexos,,125,3,,Arable farms,Explorações agrícolas
,,,32,15,10,1.12,60d41ae8ddc3ec53204c8257,Co_32_10_15,Complexos,,126,3,,Crofts,Quintas
,,,32,28,10,1.12,60d41ae8ddc3ec53204c8258,Co_32_10_28,Complexos,,127,3,,Fish farms,Complexos de aquacultura
,,,32,30,10,1.12,60d41ae8ddc3ec53204c8259,Co_32_10_30,Complexos,,128,3,,Fish hatcheries,Viveiros de peixe
,,,32,39,10,1.12,60d41ae8ddc3ec53204c825a,Co_32_10_39,Complexos,,129,3,,Horticultural nurseries,Viveiros hortícolas
,,,32,46,10,1.12,60d41ae8ddc3ec53204c825b,Co_32_10_46,Complexos,,130,3,,Livestock farms,Explorações pecuárias
,,,32,50,10,1.12,60d41ae8ddc3ec53204c825c,Co_32_10_50,Complexos,,131,3,,Managed forests,Florestas sob gestão
,,,32,58,10,1.12,60d41ae8ddc3ec53204c825d,Co_32_10_58,Complexos,,132,3,,Orchards,Pomares
,,,32,94,10,1.12,60d41ae8ddc3ec53204c825e,Co_32_10_94,Complexos,,133,3,,Vineyards,Vinhas
,,,32,,20,1.12,60d41ae8ddc3ec53204c825f,Co_32_20,Complexos,,134,2,,Designated areas,Áreas designadas
,,,32,4,20,1.12,60d41ae8ddc3ec53204c8260,Co_32_20_04,Complexos,,135,3,,Areas of special architectural or historical interest,Áreas de especial interesse arquitectónico ou histórico
,,,32,17,20,1.12,60d41ae8ddc3ec53204c8261,Co_32_20_17,Complexos,,136,3,,Commons,Baldios
,,,32,22,20,1.12,60d41ae8ddc3ec53204c8262,Co_32_20_22,Complexos,,137,3,,Designated archaeological sites,Sítios arqueológicos
,,,32,23,20,1.12,60d41ae8ddc3ec53204c8263,Co_32_20_23,Complexos,,138,3,,Designated nature reserves,Reservas naturais
,,,32,57,20,1.12,60d41ae8ddc3ec53204c8264,Co_32_20_57,Complexos,,139,3,,National parks,Parques nacionais
,,,32,,50,1.12,60d41ae8ddc3ec53204c8265,Co_32_50,Complexos,,140,2,,Marine ways and waterway complexes,Complexos de navegação marinha e náutica
,,,32,11,50,1.12,60d41ae8ddc3ec53204c8266,Co_32_50_11,Complexos,,141,3,,Causeways,Passadiços
,,,32,48,50,1.12,60d41ae8ddc3ec53204c8267,Co_32_50_48,Complexos,,142,3,,Lighthouse complexes,Faróis
,,,32,94,50,1.12,60d41ae8ddc3ec53204c8268,Co_32_50_94,Complexos,,143,3,,Vessel berthing complexes,Complexos de atracagem de embarcações
,,,32,95,50,1.12,60d41ae8ddc3ec53204c8269,Co_32_50_95,Complexos,,144,3,,Vessel launching complexes,Complexos de lançamento de embarcações
,,,32,,55,1.12,60d41ae8ddc3ec53204c826a,Co_32_55,Complexos,,145,2,,Marine and water protection complexes,Complexos marinhos e de protecção aquática
,,,32,20,55,1.12,60d41ae8ddc3ec53204c826b,Co_32_55_20,Complexos,,146,3,,Coastal protection complexes,Complexos de protecção costeira
,,,32,27,55,1.12,60d41ae8ddc3ec53204c826c,Co_32_55_27,Complexos,,147,3,,Erosion protection complexes,Complexos de protecção contra a erosão
,,,32,30,55,1.12,60d41ae8ddc3ec53204c826d,Co_32_55_30,Complexos,,148,3,,Flood protection complexes,Complexos de protecção contra inundações
,,,32,,65,1.12,60d41ae8ddc3ec53204c826e,Co_32_65,Complexos,,149,2,,Natural areas,Áreas naturais
,,,32,4,65,1.12,60d41ae8ddc3ec53204c826f,Co_32_65_04,Complexos,,150,3,,Aquifers,Aquíferos
,,,32,15,65,1.12,60d41ae8ddc3ec53204c8270,Co_32_65_15,Complexos,,151,3,,Cliffs,Falésias
,,,32,16,65,1.12,60d41ae8ddc3ec53204c8271,Co_32_65_16,Complexos,,152,3,,Coastal zones,Zonas costeiras
,,,32,22,65,1.12,60d41ae8ddc3ec53204c8272,Co_32_65_22,Complexos,,153,3,,Deserts,Desertos
,,,32,27,65,1.12,60d41ae8ddc3ec53204c8273,Co_32_65_27,Complexos,,154,3,,Estuaries,Estuários
,,,32,30,65,1.12,60d41ae8ddc3ec53204c8274,Co_32_65_30,Complexos,,155,3,,Forests,Florestas
,,,32,38,65,1.12,60d41ae8ddc3ec53204c8275,Co_32_65_38,Complexos,,156,3,,Hills,Colinas
,,,32,46,65,1.12,60d41ae8ddc3ec53204c8276,Co_32_65_46,Complexos,,157,3,,Lakes,Lagos
,,,32,54,65,1.12,60d41ae8ddc3ec53204c8277,Co_32_65_54,Complexos,,158,3,,Mountains,Montanhas
,,,32,64,65,1.12,60d41ae8ddc3ec53204c8278,Co_32_65_64,Complexos,,159,3,,Ponds,Charcos
,,,32,72,65,1.12,60d41ae8ddc3ec53204c8279,Co_32_65_72,Complexos,,160,3,,Rivers,Rios
,,,32,75,65,1.12,60d41ae8ddc3ec53204c827a,Co_32_65_75,Complexos,,161,3,,Salt marshes,Sapal
,,,32,79,65,1.12,60d41ae8ddc3ec53204c827b,Co_32_65_79,Complexos,,162,3,,Seasonal wetlands,Zonas húmidas sazonais
,,,32,82,65,1.12,60d41ae8ddc3ec53204c827c,Co_32_65_82,Complexos,,163,3,,Springs,Fontes
,,,32,85,65,1.12,60d41ae8ddc3ec53204c827d,Co_32_65_85,Complexos,,164,3,,"Streams, brooks and burns","Linhas de água, ribeiros e riachos"
,,,32,96,65,1.12,60d41ae8ddc3ec53204c827e,Co_32_65_96,Complexos,,165,3,,Woodlands,Matas
,,,32,,85,1.12,60d41ae8ddc3ec53204c827f,Co_32_85,Complexos,,166,2,,Water control and retaining complexes,Complexos de retenção e controlo de água
,,,32,50,85,1.12,60d41ae8ddc3ec53204c8280,Co_32_85_50,Complexos,,167,3,,Lock complexes,Eclusas
,,,32,70,85,1.12,60d41ae8ddc3ec53204c8281,Co_32_85_70,Complexos,,168,3,,Reservoirs,Reservatórios
,,,32,88,85,1.12,60d41ae8ddc3ec53204c8282,Co_32_85_88,Complexos,,169,3,,Tidal barriers,Barreiras de maré
,,,32,96,85,1.12,60d41ae8ddc3ec53204c8283,Co_32_85_96,Complexos,,170,3,,Water control complexes,Estações de controlo de água
,,,32,97,85,1.12,60d41ae8ddc3ec53204c8284,Co_32_85_97,Complexos,,171,3,,Water level and flow monitoring complexes,Estações de monitorização de nível e caudal
,,,32,98,85,1.12,60d41ae8ddc3ec53204c8285,Co_32_85_98,Complexos,,172,3,,Water pumping complexes,Estações de bombagem de água
,,,35,,,1.12,60d41ae8ddc3ec53204c8286,Co_35,Complexos,,173,1,,"Medical, health, welfare and sanitary complexes","Complexos médicos, de saúde, bem-estar e sanitários"
,,,35,,10,1.12,60d41ae8ddc3ec53204c8287,Co_35_10,Complexos,,174,2,,Medical complexes,Complexos médicos
,,,35,2,10,1.12,60d41ae8ddc3ec53204c8288,Co_35_10_02,Complexos,,175,3,,Air ambulance complexes,Complexos de ambulâncias aéreas
,,,35,3,10,1.12,60d41ae8ddc3ec53204c8289,Co_35_10_03,Complexos,,176,3,,Ambulance complexes,Complexos para ambulâncias
,,,35,15,10,1.12,60d41ae8ddc3ec53204c828a,Co_35_10_15,Complexos,,177,3,,Clinical complexes,Complexos clínicos e de edifícios de saúde
,,,35,37,10,1.12,60d41ae8ddc3ec53204c828b,Co_35_10_37,Complexos,,178,3,,Hospital complexes,Complexos hospitalares
,,,35,,50,1.12,60d41ae8ddc3ec53204c828c,Co_35_50,Complexos,,179,2,,Welfare complexes,Complexos de Assistência Social
,,,35,30,50,1.12,60d41ae8ddc3ec53204c828d,Co_35_50_30,Complexos,,180,3,,Fitness and detox complexes,Ginásios
,,,35,37,50,1.12,60d41ae8ddc3ec53204c828e,Co_35_50_37,Complexos,,181,3,,Hospices,Lares de 3ª idade
,,,35,58,50,1.12,60d41ae8ddc3ec53204c828f,Co_35_50_58,Complexos,,182,3,,Nursing homes,Casas de repouso
,,,35,69,50,1.12,60d41ae8ddc3ec53204c8290,Co_35_50_69,Complexos,,183,3,,Quarantine stations,Estações de quarentena
,,,35,82,50,1.12,60d41ae8ddc3ec53204c8291,Co_35_50_82,Complexos,,184,3,,Spa complexes,Complexos termais
,,,35,90,50,1.12,60d41ae8ddc3ec53204c8292,Co_35_50_90,Complexos,,185,3,,Turkish baths,Banhos turcos
,,,35,,70,1.12,60d41ae8ddc3ec53204c8293,Co_35_70,Complexos,,186,2,,Funerary complexes,Complexos funerários
,,,35,13,70,1.12,60d41ae8ddc3ec53204c8294,Co_35_70_13,Complexos,,187,3,,Cemeteries,Cemitérios
,,,35,16,70,1.12,60d41ae8ddc3ec53204c8295,Co_35_70_16,Complexos,,188,3,,Crematoriums,Crematórios
,,,35,32,70,1.12,60d41ae8ddc3ec53204c8296,Co_35_70_32,Complexos,,189,3,,Funeral complexes,Complexos funerários
,,,35,,85,1.12,60d41ae8ddc3ec53204c8297,Co_35_85,Complexos,,190,2,,Animal complexes,Complexos para animais
,,,35,2,85,1.12,60d41ae8ddc3ec53204c8298,Co_35_85_02,Complexos,,191,3,,Animal cage complexes,Complexos para animais enjaulados
,,,35,3,85,1.12,60d41ae8ddc3ec53204c8299,Co_35_85_03,Complexos,,192,3,,Animal pen complexes,Currais
,,,35,4,85,1.12,60d41ae8ddc3ec53204c829a,Co_35_85_04,Complexos,,193,3,,Aquariums,Aquários
,,,35,5,85,1.12,60d41ae8ddc3ec53204c829b,Co_35_85_05,Complexos,,194,3,,Aviary complexes,Aviários
,,,35,45,85,1.12,60d41ae8ddc3ec53204c829c,Co_35_85_45,Complexos,,195,3,,Kennel complexes,Canis
,,,35,85,85,1.12,60d41ae8ddc3ec53204c829d,Co_35_85_85,Complexos,,196,3,,Stable complexes,Estábulos
