idItem,Autor,Data_traducao,Versao_Uniclass,versao_secclas,code_tabela,tabela_id,nivel_item,Group,Subgroup,Section,Object,code_item,title_item,titulo_SECClasS,review,descricao_SECClasS,especialidade,keywords
30012,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,10,20,28,,PM_10_20_28,Exchange information requirements,Requisitos de troca de informações,false,,Gestão de projeto,
30013,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,10,20,30,,PM_10_20_30,Feasibility study,Estudo de viabilidade,false,,Gestão de projeto,
30014,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,10,20,69,,PM_10_20_69,Quality plan,Plano de qualidade,false,,Gestão de projeto,
30015,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,10,20,75,,PM_10_20_75,Stakeholder engagement plan,Plano de participação de partes interessadas,true,Para revisão.,Gestão de projeto,
30016,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,10,20,82,,PM_10_20_82,Statement of requirements,Caderno de encargos,false,,Gestão de projeto,
30017,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,10,20,84,,PM_10_20_84,Statement of security requirements,Declaração de requisitos de segurança,false,,Gestão de projeto,
30018,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,10,20,86,,PM_10_20_86,Sustainable development engagement plan,Plano de desenvolvimento sustentável,false,,Gestão de projeto,
30019,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,10,20,90,,PM_10_20_90,Technical statement of requirements (TSOR),Declaração técnica de requisitos (TSOR),false,,Gestão de projeto,
30020,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,10,20,92,,PM_10_20_92,User requirement document,Documento de requisitos do utilizador,false,,Gestão de projeto,
30021,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,2,10,80,,,PM_10_80,Space management requirements,Requisitos de gestão de espaço,false,,Gestão de projeto,
30022,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,10,80,10,,PM_10_80_10,Accommodation and layout plan,Planta de Implantação,false,,Gestão de projeto,
30023,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,10,80,75,,PM_10_80_75,Space design,Projeto de espaço,false,,Gestão de projeto,
30024,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,10,80,80,,PM_10_80_80,Space plan,Plano de espaço,false,,Gestão de projeto,
30025,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,10,80,85,,PM_10_80_85,Space standard,Padrão de espaço,false,,Gestão de projeto,
30026,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,1,30,,,,PM_30,"Site, ground and environmental information","Informações do local, terreno e ambientais",false,,Gestão de projeto,
30027,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,2,30,10,,,PM_30_10,Site survey information,Informações de levantamento do terreno,false,,Gestão de projeto,
30028,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,10,15,,PM_30_10_15,Condition survey information,Informação de pesquisa de condição,false,,Gestão de projeto,
30029,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,10,22,,PM_30_10_22,Dimensional information,Informação dimensional,false,,Gestão de projeto,
30030,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,10,28,,PM_30_10_28,Existing structure information,Informação de estrutura existente,false,,Gestão de projeto,
30031,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,10,38,,PM_30_10_38,Hydraulic information,Informação hidráulica,false,,Gestão de projeto,
30032,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,10,39,,PM_30_10_39,Hydrology information,Informação de hidrologia,false,,Gestão de projeto,
30033,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,10,47,,PM_30_10_47,Land registration information,Certidão da conservatória,false,,Gestão de projeto,
30034,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,10,58,,PM_30_10_58,Mapping information,Informação de mapeamento,false,,Gestão de projeto,
30035,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,10,76,,PM_30_10_76,Scan survey information,Informações de levantamento,false,,Gestão de projeto,
30036,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,10,80,,PM_30_10_80,Site boundary information,Certidão da conservatória,false,,Gestão de projeto,
30037,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,10,93,,PM_30_10_93,Utilities and services survey information,Informações de levantamento de utilidades e serviços,false,,Gestão de projeto,
30038,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,2,30,20,,,PM_30_20,Ground investigation reports,Relatório Geotécnico,false,,Gestão de projeto,
30039,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,20,2,,PM_30_20_02,Archaeological survey report,Relatório de pesquisa arqueológica,false,,Gestão de projeto,
30040,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,20,10,,PM_30_20_10,Geological survey report,Relatório de levantamento geológico,false,,Gestão de projeto,
30041,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,20,17,,PM_30_20_17,Contaminated land survey report,Relatório de levantamento de terras contaminadas,false,,Gestão de projeto,
30042,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,20,24,,PM_30_20_24,Underground services survey report,Relatório de levantamento de serviços subterrâneos,false,,Gestão de projeto,
30043,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,20,33,,PM_30_20_33,Geotechnical survey report,Relatório de levantamento geotécnico,false,,Gestão de projeto,
30044,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,20,35,,PM_30_20_35,Ground investigation report,Relatório de investigação de terreno,false,,Gestão de projeto,
30045,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,20,46,,PM_30_20_46,Land quality assessment report,Relatório de avaliação da qualidade da terra,false,,Gestão de projeto,
30046,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,20,89,,PM_30_20_89,Topographic survey report,Relatório de levantamento topográfico,false,,Gestão de projeto,
30047,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,2,30,30,,,PM_30_30,Environmental information,Informação Ambiental,false,,Gestão de projeto,
30048,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,10,,PM_30_30_10,Carbon calculation report,Relatório de cálculo de carbono,false,,Gestão de projeto,
30049,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,15,,PM_30_30_15,Coastal model,Modelo costeiro,false,,Gestão de projeto,
30050,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,23,,PM_30_30_23,Drainage model,Modelo de drenagem,false,,Gestão de projeto,
30051,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,25,,PM_30_30_25,Ecology survey report,Relatório de pesquisa de ecologia,false,,Gestão de projeto,
30052,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,26,,PM_30_30_26,Environmental action report,Relatório de ação ambiental,false,,Gestão de projeto,
30053,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,27,,PM_30_30_27,Environmental impact report,Estudo de impacte ambiental,false,,Gestão de projeto,
30054,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,28,,PM_30_30_28,Environmental survey report,Relatório de pesquisa ambiental,false,,Gestão de projeto,
30055,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,29,,PM_30_30_29,Flood risk assessment report,Relatório de avaliação de risco de inundação,false,,Gestão de projeto,
30056,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,30,,PM_30_30_30,Flood forecasting model,Modelo de previsão de inundação,false,,Gestão de projeto,
30057,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,32,,PM_30_30_32,Fluvial flow model,Modelo de fluxo fluvial,false,,Gestão de projeto,
30058,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,39,,PM_30_30_39,Hydrological model,Modelo hidrológico,false,,Gestão de projeto,
30059,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,41,,PM_30_30_41,Integrated catchment model,Modelo integrado de captação,false,,Gestão de projeto,
30060,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,58,,PM_30_30_58,Operational waste management plan,Plano operacional de gestão de resíduos,false,,Gestão de projeto,
30061,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,65,,PM_30_30_65,Pluvial flow model,Modelo de fluxo pluvial,false,,Gestão de projeto,
30062,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,72,,PM_30_30_72,Road safety audit report,Relatório de auditoria de segurança rodoviária,false,,Gestão de projeto,
30063,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,75,,PM_30_30_75,Seismic survey report,Relatório de risco sísmico,false,,Gestão de projeto,
30064,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,85,,PM_30_30_85,Sustainability information,Informação de sustentabilidade,false,,Gestão de projeto,
30065,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,87,,PM_30_30_87,Tidal information,Informação das marés,false,,Gestão de projeto,
30066,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,88,,PM_30_30_88,Tidal and coastal boundary information,Informações sobre limites de marés e costeiros,false,,Gestão de projeto,
30067,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,96,,PM_30_30_96,Water management information,Informação de gestão de água,false,,Gestão de projeto,
30068,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,30,98,,PM_30_30_98,Weather and climate information,Informações meteorológicas e climáticas,false,,Gestão de projeto,
30069,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,2,30,40,,,PM_30_40,Hazardous substances information,Informações sobre substâncias perigosas,false,,Gestão de projeto,
30070,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,40,6,,PM_30_40_06,Asbestos survey report,Relatório de levantamento de amianto,false,,Gestão de projeto,
30071,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,40,10,,PM_30_40_10,Biological agents survey report,Relatório de levantamento de agentes biológicos,false,,Gestão de projeto,
30072,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,40,33,,PM_30_40_33,Gases survey report,Relatório de levantamento de gases,false,,Gestão de projeto,
30073,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,40,36,,PM_30_40_36,Hazardous chemicals survey report,Relatório de levantamento de produtos químicos perigosos,false,,Gestão de projeto,
30074,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,40,39,,PM_30_40_39,Heavy metals survey report,Relatório de levantamento de metais pesados,false,,Gestão de projeto,
30075,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,40,46,,PM_30_40_46,Lead survey report,Relatório de levantamento de chumbo,false,,Gestão de projeto,
30076,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,40,70,,PM_30_40_70,Radioactive waste survey report,Relatório de levantamento de resíduos radioativos,false,,Gestão de projeto,
30077,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,40,92,,PM_30_40_92,Unexploded ordnance survey report,Relatório de levantamento de munições não explosivas,false,,Gestão de projeto,
30078,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,30,40,94,,PM_30_40_94,Volatile organic compounds survey report,Relatório de levantamento de compostos orgânicos voláteis,false,,Gestão de projeto,
30079,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,1,35,,,,PM_35,Project performance requirements,Requisitos de levantamento do projeto,false,,Gestão de projeto,
30080,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,2,35,5,,,PM_35_05,Project context requirements,Requisitos de contexto do projeto,false,,Gestão de projeto,
30081,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,5,22,,PM_35_05_22,Development performance requirements,Requisitos de desempenho de desenvolvimento,false,,Gestão de projeto,
30082,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,5,79,,PM_35_05_79,Site context requirements,Referência do terreno,false,,Gestão de projeto,
30083,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,2,35,10,,,PM_35_10,Quality and operational properties performance requirements,Requisitos de desempenho de qualidade e propriedades operacionais,false,,Gestão de projeto,
30084,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,10,13,,PM_35_10_13,Comfort performance requirements,Requisitos de desempenho de conforto,false,,Gestão de projeto,
30085,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,10,15,,PM_35_10_15,Condensation control performance requirements,Requisitos de desempenho de controlo de condensação,false,,Gestão de projeto,
30086,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,10,22,,PM_35_10_22,Design quality performance requirements,Requisitos de desempenho de qualidade de projeto,false,,Gestão de projeto,
30087,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,10,25,,PM_35_10_25,Durability performance requirements,Requisitos de desempenho de durabilidade,false,,Gestão de projeto,
30088,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,10,32,,PM_35_10_32,Functional properties performance requirements,Requisitos de desempenho de propriedades funcionais,false,,Gestão de projeto,
30089,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,10,47,,PM_35_10_47,Life cycle performance requirements,Requisitos de desempenho do ciclo de vida,false,,Gestão de projeto,
30090,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,10,60,,PM_35_10_60,Performance compliance requirements,Requisitos de conformidade de desempenho,false,,Gestão de projeto,
30091,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,10,96,,PM_35_10_96,Watertightness performance requirements,Requisitos de desempenho de estanqueidade,false,,Gestão de projeto,
30092,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,2,35,20,,,PM_35_20,Structural performance requirements,Requisitos de desempenho estrutural,false,,Gestão de projeto,
30093,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,20,3,,PM_35_20_03,Accidental loading performance requirements,Requisitos de desempenho de carregamento acidental,false,,Gestão de projeto,
30094,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,20,26,,PM_35_20_26,Earthquake loading performance requirements,Requisitos de desempenho de carregamento de terremotos,false,,Gestão de projeto,
30095,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,20,33,,PM_35_20_33,Geotechnical performance requirements,Requisitos de desempenho geotécnico,false,,Gestão de projeto,
30096,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,20,42,,PM_35_20_42,Imposed loads performance requirements,Requisitos de desempenho de cargas impostas,false,,Gestão de projeto,
30097,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,20,62,,PM_35_20_62,Permanent loads performance requirements,Requisitos de desempenho de cargas permanentes,false,,Gestão de projeto,
30098,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,20,76,,PM_35_20_76,Snow and ice load performance requirements,Requisitos de desempenho de carga de neve e gelo,false,,Gestão de projeto,
30099,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,20,80,,PM_35_20_80,Structural design performance requirements,Requisitos de desempenho do projeto estrutural,false,,Gestão de projeto,
30100,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,20,82,,PM_35_20_82,Subsidence mitigation performance requirements,Requisitos de desempenho de mitigação de subsidência,false,,Gestão de projeto,
30101,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,20,90,,PM_35_20_90,Thermal actions performance requirements,Requisitos de desempenho de ações térmicas,false,,Gestão de projeto,
30102,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,20,96,,PM_35_20_96,Wind loading performance requirements,Requisitos de desempenho de carga do vento,false,,Gestão de projeto,
30103,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,2,35,30,,,PM_35_30,Fire performance requirements,Requisitos de desempenho de fogo,false,,Gestão de projeto,
30104,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,30,4,,PM_35_30_04,Automatic fire suppression performance requirements,Requisitos de desempenho de supressão automática de incêndio,false,,Gestão de projeto,
30105,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,30,20,,PM_35_30_20,Escape lighting performance requirements,Requisitos de desempenho de iluminação de fuga,false,,Gestão de projeto,
30106,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,30,24,,PM_35_30_24,Fire and rescue service requirements,Requisitos de serviço de incêndio e resgate,false,,Gestão de projeto,
30107,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,30,26,,PM_35_30_26,Fire protection zone requirements,Requisitos de zona de proteção contra incêndio,false,,Gestão de projeto,
30108,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,30,28,,PM_35_30_28,Fire resistance performance requirements,Requisitos de desempenho de resistência ao fogo,false,,Gestão de projeto,
30109,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,30,30,,PM_35_30_30,Fire safety performance requirements,Requisitos de desempenho de segurança contra incêndio,false,,Gestão de projeto,
30110,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,30,70,,PM_35_30_70,Reaction to fire performance requirements,Reação aos requisitos de desempenho de fogo,false,,Gestão de projeto,
30111,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,30,80,,PM_35_30_80,Spread of fire performance requirements,Propagação de requisitos de desempenho de fogo,false,,Gestão de projeto,
30112,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,30,85,,PM_35_30_85,Structural fire performance requirements,Requisitos estruturais de desempenho de incêndio,false,,Gestão de projeto,
30113,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,30,96,,PM_35_30_96,Wildfire protection performance requirements,Requisitos de desempenho de proteção,false,,Gestão de projeto,
30114,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,2,35,40,,,PM_35_40,Environmentally sustainable design requirements,Requisitos ambientais sustentáveis de projeto,false,,Gestão de projeto,
30115,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,40,8,,PM_35_40_08,Biodiversity performance requirements,Requisitos de desempenho de biodiversidade,false,,Gestão de projeto,
30116,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,40,30,,PM_35_40_30,Environmental scheme performance requirements,Requisitos de desempenho do esquema ambiental,false,,Gestão de projeto,
30117,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,40,32,,PM_35_40_32,Flood defence performance requirements,Requisitos de desempenho de defesa contra inundações,false,,Gestão de projeto,
30118,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,40,34,,PM_35_40_34,Habitat performance requirements,Requisitos de desempenho do habitat,false,,Gestão de projeto,
30119,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,40,35,,PM_35_40_35,Hazardous materials control requirements,Requisitos de controlo de materiais perigosos,false,,Gestão de projeto,
30120,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,40,38,,PM_35_40_38,Hydrological performance requirements,Requisitos de desempenho hidrológico,false,,Gestão de projeto,
30121,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,40,72,,PM_35_40_72,Resistance to ground contaminants requirements,Requisitos de contaminantes de resistência do solo,false,,Gestão de projeto,
30122,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,40,84,,PM_35_40_84,Sustainability performance requirements,Requisitos de desempenho de sustentabilidade,false,,Gestão de projeto,
30123,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,2,35,50,,,PM_35_50,Safety performance requirements,Requisitos de desempenho de segurança,false,,Gestão de projeto,
30124,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,50,1,,PM_35_50_01,Accessibility performance requirements,Requisitos de desempenho de acessibilidade,false,,Gestão de projeto,
30125,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,50,8,,PM_35_50_08,Biosecurity performance requirements,Requisitos de desempenho de biossegurança,false,,Gestão de projeto,
30126,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,50,47,,PM_35_50_47,Lightning protection performance requirements,Requisitos de desempenho de proteção contra raios,false,,Gestão de projeto,
30127,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,50,65,,PM_35_50_65,Project and site safety performance requirements,Requisitos de desempenho de segurança do projeto e do local,false,,Gestão de projeto,
30128,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,50,72,,PM_35_50_72,Safety and protection performance requirements,Requisitos de desempenho de segurança e proteção,false,,Gestão de projeto,
30129,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,50,74,,PM_35_50_74,Security performance requirements,Requisitos de desempenho de segurança,false,,Gestão de projeto,
30130,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,2,35,60,,,PM_35_60,Acoustic performance requirements,Requisitos de desempenho acústico,false,,Gestão de projeto,
30131,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,60,1,,PM_35_60_01,Acoustic attenuation performance requirements,Requisitos de desempenho de atenuação acústica,false,,Gestão de projeto,
30132,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,60,3,,PM_35_60_03,Acoustic diffusion performance requirements,Requisitos de desempenho de difusão acústica,false,,Gestão de projeto,
30133,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,60,5,,PM_35_60_05,Acoustic separation performance requirements,Requisitos de desempenho de separação acústica,false,,Gestão de projeto,
30134,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,60,95,,PM_35_60_95,Vibration control performance requirements,Requisitos de desempenho de controlo de vibração,false,,Gestão de projeto,
30135,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,2,35,70,,,PM_35_70,Energy performance requirements,Requisitos de desempenho de energia,false,,Gestão de projeto,
30136,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,70,3,,PM_35_70_03,Airtightness performance requirements,Requisitos de desempenho de estanqueidade,false,,Gestão de projeto,
30137,SECClasS,2021-06-25T00:00:00.000+00:00,1.11,1,Gestão de projeto,,3,35,70,5,,PM_35_70_05,Air conditioning performance requirements,Requisitos de desempenho do ar condicionado,false,,Gestão de projeto,
