Autor,Data_traducao,Versao_Uniclass,_id,code_item,descricao_SECClasS,especialidade,keywords,nivel_item,review,title_item,titulo_SECClasS,versao_secclas
SECClasS,2021-06-24T23:28:00.000Z,1.12,6151e818cf055d44dd0787c1,Co_20_70_65,,Genérico,,3,false,Probation complexes,Complexos de liberdade condicional,1
SECClasS,2021-06-24T23:27:00.000Z,1.12,6151e818cf055d44dd0787c2,Co_20_75,,Genérico,,2,false,Detention complexes,Complexos de detenção,1
SECClasS,2021-06-24T23:26:00.000Z,1.12,6151e818cf055d44dd0787c3,Co_20_75_42,,Genérico,,3,false,Immigrant detention complexes,Complexos de detenção de imigrantes,1
SECClasS,2021-06-24T23:25:00.000Z,1.12,6151e818cf055d44dd0787c4,Co_20_75_64,,Genérico,,3,false,Prison complexes,Complexos prisionais,1
SECClasS,2021-06-24T23:24:00.000Z,1.12,6151e818cf055d44dd0787c5,Co_20_75_71,,Genérico,,3,false,Refugee detention complexes,Complexos de detenção de refugiados,1
SECClasS,2021-06-24T23:23:00.000Z,1.12,6151e818cf055d44dd0787c6,Co_20_80,,Genérico,,2,false,Weapons training complexes,Complexos de treino com armas,1
SECClasS,2021-06-24T23:22:00.000Z,1.12,6151e818cf055d44dd0787c7,Co_20_80_04,,Genérico,,3,false,Artillery firing range complexes,Carreiras de tiro de artilharia,1
SECClasS,2021-06-24T23:21:00.000Z,1.12,6151e818cf055d44dd0787c8,Co_20_80_80,,Genérico,,3,false,Small arms firing range complexes,Carreiras de tiro de armas de pequeno porte,1
SECClasS,2021-06-24T23:20:00.000Z,1.12,6151e818cf055d44dd0787c9,Co_20_90,,Genérico,,2,false,Incident support complexes,Complexos de suporte à emergência,1
SECClasS,2021-06-24T23:19:00.000Z,1.12,6151e818cf055d44dd0787ca,Co_20_90_02,,Genérico,,3,false,Air and sea rescue complexes,Complexos de resgate aéreo e marítimo,1
SECClasS,2021-06-24T23:18:00.000Z,1.12,6151e818cf055d44dd0787cb,Co_20_90_16,,Genérico,,3,false,Coastguard stations,Estações da guarda costeira,1
SECClasS,2021-06-24T23:17:00.000Z,1.12,6151e818cf055d44dd0787cc,Co_20_90_27,,Genérico,,3,false,Fire brigade complexes,Quartéis de bombeiros,1
SECClasS,2021-06-24T23:16:00.000Z,1.12,6151e818cf055d44dd0787cd,Co_20_90_47,,Genérico,,3,false,Lifeboat stations,Estações de salva-vidas,1
SECClasS,2021-06-24T23:15:00.000Z,1.12,6151e818cf055d44dd0787ce,Co_20_90_53,,Genérico,,3,false,Mountain rescue complexes,Complexos de resgate de montanha,1
SECClasS,2021-06-24T23:14:00.000Z,1.12,6151e818cf055d44dd0787cf,Co_25,,Genérico,,1,false,"Cultural, educational, scientific and information complexes","Complexos culturais, educacionais, científicos e de informação",1
SECClasS,2021-06-24T23:13:00.000Z,1.12,6151e818cf055d44dd0787d0,Co_25_05,,Genérico,,2,false,Commemorative complexes,Complexos comemorativos,1
SECClasS,2021-06-24T23:12:00.000Z,1.12,6151e818cf055d44dd0787d1,Co_25_10,,Genérico,,2,false,Educational complexes,Complexos educacionais,1
SECClasS,2021-06-24T23:11:00.000Z,1.12,6151e818cf055d44dd0787d2,Co_25_10_32,,Genérico,,3,false,Further education colleges,Instituições de ensino profissional,1
SECClasS,2021-06-24T23:10:00.000Z,1.12,6151e818cf055d44dd0787d3,Co_25_10_41,,Genérico,,3,false,Infant schools,Edifícios de educação infantil ,1
SECClasS,2021-06-24T23:09:00.000Z,1.12,6151e818cf055d44dd0787d4,Co_25_10_45,,Genérico,,3,false,"Kindergartens, nurseries and preschools","Berçários, jardins infantis e pré-escola",1
SECClasS,2021-06-24T23:08:00.000Z,1.12,6151e818cf055d44dd0787d5,Co_25_10_66,,Genérico,,3,false,Primary schools,Escolas do ensino básico,1
SECClasS,2021-06-24T23:07:00.000Z,1.12,6151e818cf055d44dd0787d6,Co_25_10_77,,Genérico,,3,false,Secondary schools,Escolas do ensino secundário,1
SECClasS,2021-06-24T23:06:00.000Z,1.12,6151e818cf055d44dd0787d7,Co_25_10_88,,Genérico,,3,false,Tertiary colleges,Instituições de ensino superior,1
SECClasS,2021-06-24T23:05:00.000Z,1.12,6151e818cf055d44dd0787d8,Co_25_10_92,,Genérico,,3,false,Universities,Universidades,1
SECClasS,2021-06-24T23:04:00.000Z,1.12,6151e818cf055d44dd0787d9,Co_25_30,,Genérico,,2,false,Scientific complexes,Complexos científicos,1
SECClasS,2021-06-24T23:03:00.000Z,1.12,6151e818cf055d44dd0787da,Co_25_30_04,,Genérico,,3,false,Astronomical observatory complexes,Observatórios astronómicos,1
SECClasS,2021-06-24T23:02:00.000Z,1.12,6151e818cf055d44dd0787db,Co_25_30_08,,Genérico,,3,false,Botanical gardens,Jardins botânicos,1
SECClasS,2021-06-24T23:01:00.000Z,1.12,6151e818cf055d44dd0787dc,Co_25_30_45,,Genérico,,3,false,Laboratory complexes,Complexos laboratoriais,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787dd,Co_25_30_70,,Genérico,,3,false,Research complexes,Complexos de investigação,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787de,Co_25_50,,Genérico,,2,false,Exhibition complexes,Complexos de exibição,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787df,Co_25_50_03,,Genérico,,3,false,Art installations,Instalações de arte,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787e0,Co_25_50_33,,Genérico,,3,false,Galleries,Galerias,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787e1,Co_25_50_34,,Genérico,,3,false,Gardens and arboretums,Jardins e arboretos,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787e2,Co_25_50_50,,Genérico,,3,false,Memorial complexes,Complexos memoriais,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787e3,Co_25_50_52,,Genérico,,3,false,Monument complexes,Complexos monumentais,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787e4,Co_25_50_54,,Genérico,,3,false,Multi-purpose exhibition complexes,Complexos de exposição polivalente,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787e5,Co_25_50_55,,Genérico,,3,false,Museums,Museus,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787e6,Co_25_50_58,,Genérico,,3,false,Open-air museums,Museus ao ar livre,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787e7,Co_25_50_59,,Genérico,,3,false,Open-air sculpture parks,Parques de esculturas ao ar livre ,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787e8,Co_25_50_99,,Genérico,,3,false,Zoos,Jardins zoológicos,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787e9,Co_25_70,,Genérico,,2,false,Information complexes,Complexos de informação,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787ea,Co_25_70_16,,Genérico,,3,false,Conference complexes,Centros de conferências e congressos,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787eb,Co_25_70_23,,Genérico,,3,false,Document archives,Arquivos,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787ec,Co_25_70_30,,Genérico,,3,false,Film archives,Cinematecas,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787ed,Co_25_70_41,,Genérico,,3,false,Information centres,Centros de informação,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787ee,Co_25_70_47,,Genérico,,3,false,Library complexes,Complexos de bibliotecas,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787ef,Co_25_90,,Genérico,,2,false,Worship complexes,Complexos de culto,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787f0,Co_25_90_30,,Genérico,,3,false,Faith worship complexes,Complexos de culto religioso,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787f1,Co_30,,Genérico,,1,false,Industrial complexes,Complexos industriais,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787f2,Co_30_10,,Genérico,,2,false,Mineral extraction complexes,Complexos de extracção mineira,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787f3,Co_30_10_22,,Genérico,,3,false,Deep mines,Minas subterrânea profunda,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787f4,Co_30_10_24,,Genérico,,3,false,Drift mines,Minas subterrânea sub-horizontais,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787f5,Co_30_10_51,,Genérico,,3,false,Methane hydrates extraction complexes,Complexos de extração de hidratos de metano,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787f6,Co_30_10_61,,Genérico,,3,false,Opencast mines,Minas a céu aberto,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787f7,Co_30_10_69,,Genérico,,3,false,Quarries,Pedreiras,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787f8,Co_30_10_77,,Genérico,,3,false,Shale gas extraction complexes,Complexos de extracção de gás de xisto,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787f9,Co_30_10_78,,Genérico,,3,false,Shale oil extraction complexes,Complexos de extracção de óleo de xisto,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787fa,Co_30_20,,Genérico,,2,false,Nuclear and chemical management complexes,Complexos de gestão nucleares e químicos,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787fb,Co_30_20_80,,Genérico,,3,false,Surface radioactive waste management complexes,Complexos de gestão de resíduos radioactivos à superfície,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787fc,Co_30_20_95,,Genérico,,3,false,Underground radioactive waste management complexes,Complexos de gestão de resíduos radioactivos subterrâneos,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787fd,Co_30_30,,Genérico,,2,false,Mineral processing complexes,Complexos de processamento mineral,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787fe,Co_30_30_30,,Genérico,,3,false,Gas processing complexes,Complexos de processamento de gás,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd0787ff,Co_30_30_50,,Genérico,,3,false,Oil processing complexes,Complexos de processamento de petróleo,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078800,Co_30_30_55,,Genérico,,3,false,Ore processing complexes,Complexos de processamento de minério,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078801,Co_30_40,,Genérico,,2,false,Animal and plant products processing complexes,Complexos de processamento de produtos animais e vegetais,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078802,Co_30_40_01,,Genérico,,3,false,Abattoirs,Matadouros,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078803,Co_30_40_03,,Genérico,,3,false,Animal product processing complexes,Complexos de processamento de produtos animais,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078804,Co_30_40_04,,Genérico,,3,false,Arable crop processing complexes,Complexos de processamento de culturas arvenses,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078805,Co_30_40_06,,Genérico,,3,false,Bakeries,Padarias,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078806,Co_30_40_08,,Genérico,,3,false,Breweries,Fábricas de cerveja,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078807,Co_30_40_11,,Genérico,,3,false,Canneries,Fábricas de conservas,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078808,Co_30_40_22,,Genérico,,3,false,Distilleries,Destilarias,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078809,Co_30_40_30,,Genérico,,3,false,Fish processing complexes,Complexos de processamento de peixe,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07880a,Co_30_40_40,,Genérico,,3,false,Horticultural crop processing complexes,Complexos de processamento de hortícolas,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07880b,Co_30_40_55,,Genérico,,3,false,Mills,Moinhos,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07880c,Co_30_40_60,,Genérico,,3,false,Livestock processing complexes,Complexos de processamento de gado,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07880d,Co_30_40_90,,Genérico,,3,false,Timber processing complexes,Complexos de processamento de madeira,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07880e,Co_30_40_96,,Genérico,,3,false,Wineries,Complexos vitivinícolas,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07880f,Co_30_50,,Genérico,,2,false,Manufacturing complexes,Complexos industriais,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078810,Co_30_50_37,,Genérico,,3,false,Heavy manufacturing complexes,Complexos industriais de produção pesada,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078811,Co_30_50_41,,Genérico,,3,false,Industrial parks,Parques industriais,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078812,Co_30_50_47,,Genérico,,3,false,Light manufacturing complexes,Complexos industriais de produção ligeira,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078813,Co_30_50_77,,Genérico,,3,false,Ship and boat building yards,Estaleiros navais,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078814,Co_30_60,,Genérico,,2,false,Cleaning and maintenance complexes,Complexos de limpeza e de manutenção,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078815,Co_30_60_15,,Genérico,,3,false,Commercial laundries,Lavandarias comerciais,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078816,Co_30_60_94,,Genérico,,3,false,Vehicle cleaning complexes,Complexos de limpeza de veículos,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078817,Co_30_80,,Genérico,,2,false,Mechanical power generation complexes,Complexos de geração de energia mecânica,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078818,Co_30_80_10,,Genérico,,3,false,Kinetic power generation complexes,Complexos de geração de energia cinética,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078819,Co_30_85,,Genérico,,2,false,Marine and water maintenance complexes,Complexos de manutenção marinhos e aquáticos,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07881a,Co_30_90,,Genérico,,2,false,Warehousing and distribution complexes,Complexos de armazenagem e distribuição,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07881b,Co_32,,Genérico,,1,false,Water and land management complexes,Complexos de gestão de água e território,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07881c,Co_32_10,,Genérico,,2,false,Agricultural and horticultural complexes,Complexos agrícolas e hortícolas,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07881d,Co_32_10_02,,Genérico,,3,false,Arable farms,Explorações agrícolas,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07881e,Co_32_10_15,,Genérico,,3,false,Crofts,Quintas,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07881f,Co_32_10_28,,Genérico,,3,false,Fish farms,Complexos de aquacultura,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078820,Co_32_10_30,,Genérico,,3,false,Fish hatcheries,Viveiros de peixe,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078821,Co_32_10_39,,Genérico,,3,false,Horticultural nurseries,Viveiros hortícolas,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078822,Co_32_10_46,,Genérico,,3,false,Livestock farms,Explorações pecuárias,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078823,Co_32_10_50,,Genérico,,3,false,Managed forests,Florestas sob gestão,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078824,Co_32_10_58,,Genérico,,3,false,Orchards,Pomares,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078825,Co_32_10_94,,Genérico,,3,false,Vineyards,Vinhas,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078826,Co_32_20,,Genérico,,2,false,Designated areas,Áreas designadas,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078827,Co_32_20_04,,Genérico,,3,false,Areas of special architectural or historical interest,Áreas de especial interesse arquitectónico ou histórico,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078828,Co_32_20_17,,Genérico,,3,false,Commons,Baldios,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078829,Co_32_20_22,,Genérico,,3,false,Designated archaeological sites,Sítios arqueológicos,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07882a,Co_32_20_23,,Genérico,,3,false,Designated nature reserves,Reservas naturais,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07882b,Co_32_20_57,,Genérico,,3,false,National parks,Parques nacionais,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07882c,Co_32_50,,Genérico,,2,false,Marine ways and waterway complexes,Complexos de navegação marinha e náutica,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07882d,Co_32_50_11,,Genérico,,3,false,Causeways,Passadiços,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07882e,Co_32_50_48,,Genérico,,3,false,Lighthouse complexes,Faróis,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07882f,Co_32_50_94,,Genérico,,3,false,Vessel berthing complexes,Complexos de atracagem de embarcações,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078830,Co_32_50_95,,Genérico,,3,false,Vessel launching complexes,Complexos de lançamento de embarcações,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078831,Co_32_55,,Genérico,,2,false,Marine and water protection complexes,Complexos marinhos e de protecção aquática,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078832,Co_32_55_20,,Genérico,,3,false,Coastal protection complexes,Complexos de protecção costeira,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078833,Co_32_55_27,,Genérico,,3,false,Erosion protection complexes,Complexos de protecção contra a erosão,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078834,Co_32_55_30,,Genérico,,3,false,Flood protection complexes,Complexos de protecção contra inundações,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078835,Co_32_65,,Genérico,,2,false,Natural areas,Áreas naturais,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078836,Co_32_65_04,,Genérico,,3,false,Aquifers,Aquíferos,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078837,Co_32_65_15,,Genérico,,3,false,Cliffs,Falésias,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078838,Co_32_65_16,,Genérico,,3,false,Coastal zones,Zonas costeiras,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078839,Co_32_65_22,,Genérico,,3,false,Deserts,Desertos,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07883a,Co_32_65_27,,Genérico,,3,false,Estuaries,Estuários,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07883b,Co_32_65_30,,Genérico,,3,false,Forests,Florestas,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07883c,Co_32_65_38,,Genérico,,3,false,Hills,Colinas,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07883d,Co_32_65_46,,Genérico,,3,false,Lakes,Lagos,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07883e,Co_32_65_54,,Genérico,,3,false,Mountains,Montanhas,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd07883f,Co_32_65_64,,Genérico,,3,false,Ponds,Charcos,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078840,Co_32_65_72,,Genérico,,3,false,Rivers,Rios,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078841,Co_32_65_75,,Genérico,,3,false,Salt marshes,Sapal,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078842,Co_32_65_79,,Genérico,,3,false,Seasonal wetlands,Zonas húmidas sazonais,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078843,Co_32_65_82,,Genérico,,3,false,Springs,Fontes,1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078844,Co_32_65_85,,Genérico,,3,false,"Streams, brooks and burns","Linhas de água, ribeiros e riachos",1
SECClasS,1970-01-01T00:00:00.000Z,1.12,6151e818cf055d44dd078845,Co_32_65_96,,Genérico,,3,false,Woodlands,Matas,1
