idItem,Autor,Data_traducao,Versao_Uniclass,versao_secclas,code_tabela,tabela_id,nivel_item,Group,Subgroup,Section,Object,code_item,title_item,titulo_SECClasS,review,descricao_SECClasS,especialidade,keywords
3077,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,20,75,95,,SL_20_75_95,Vehicle impound yards,Parque de rebocados,false,,Genérico,
3078,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,2,20,80,,,SL_20_80,Weapons training spaces,Carreiras de tiro,false,,Genérico,
3079,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,20,80,3,,SL_20_80_03,Artillery firing ranges,Carreira de tiro de artilharia,false,,Genérico,
3080,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,20,80,30,,SL_20_80_30,Firing ranges,Carreira de tiro exteriores,false,,Genérico,
3081,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,20,80,63,,SL_20_80_63,Pistol firing ranges,Carreira de tiro de pistola,false,,Genérico,
3082,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,20,80,72,,SL_20_80_72,Rifle firing ranges,Carreira de tiro de espingardas,false,,Genérico,
3083,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,2,20,85,,,SL_20_85,Security spaces,Espaços de segurança,false,,Genérico,
3084,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,20,85,63,,SL_20_85_63,Pedestrian security checkpoints,Postos de verificação de segurança de peões,false,,Genérico,
3085,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,20,85,75,,SL_20_85_75,Security control spaces,Espaços de controlo de segurança,false,,Genérico,
3086,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,20,85,80,,SL_20_85_80,Security offices,Escritórios de segurança,false,,Genérico,
3087,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,20,85,95,,SL_20_85_95,Vehicular security checkpoints,Pontos de verificação de segurança automóvel,false,,Genérico,
3088,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,2,20,90,,,SL_20_90,Fire and incident support spaces,Espaços de apoio a incêndio e incidentes,false,,Genérico,
3089,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,20,90,25,,SL_20_90_25,Escape stairs,Escadas de emergência,false,,Genérico,
3090,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,20,90,28,,SL_20_90_28,Firefighting stairs,Escadas de combate a incêndios,false,,Genérico,
3091,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,20,90,30,,SL_20_90_30,Fire refuge spaces,Espaços para refúgio de fogo,false,,Genérico,
3092,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,20,90,31,,SL_20_90_31,Fire training spaces,Espaços de treino de combate a incêndios,false,,Genérico,
3093,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,20,90,60,,SL_20_90_60,Protected escape corridors,Corredores de emergência protegidos,false,,Genérico,
3094,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,2,20,95,,,SL_20_95,Protected zones,Zonas protegidas,false,,Genérico,
3095,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,20,95,20,,SL_20_95_20,Detection zones,Zonas de deteção,false,,Genérico,
3096,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,20,95,28,,SL_20_95_28,Evacuation zones,Zonas de evacuação,false,,Genérico,
3097,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,20,95,30,,SL_20_95_30,Fire compartments,Compartimentos de fogo,false,,Genérico,
3098,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,20,95,32,,SL_20_95_32,Fire suppression zones,Zonas de supressão de incêndio,false,,Genérico,
3099,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,20,95,80,,SL_20_95_80,Smoke control zones,Zonas de controlo de fumo,false,,Genérico,
3100,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,1,25,,,,SL_25,"Cultural, educational, scientific and information spaces","Espaços culturais, educacionais, científicos e informativos",false,,Genérico,
3101,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,2,25,5,,,SL_25_05,Commemoration spaces,Espaços comemorativos,false,,Genérico,
3102,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,5,72,,SL_25_05_72,Commemoration sites,Locais de comemoração,false,,Genérico,
3103,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,2,25,10,,,SL_25_10,Educational spaces,Espaços educacionais,false,,Genérico,
3104,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,1,,SL_25_10_01,Activity studios,Estúdios de atividades,false,,Genérico,
3105,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,4,,SL_25_10_04,Art rooms,Estúdios de arte,false,,Genérico,
3106,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,5,,SL_25_10_05,Assembly halls,Sala de reuniões plenárias,false,,Genérico,
3107,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,8,,SL_25_10_08,Biology teaching laboratories,Laboratórios de ensino de biologia,false,,Genérico,
3108,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,13,,SL_25_10_13,Chemistry teaching laboratories,Laboratórios de ensino de química,false,,Genérico,
3109,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,14,,SL_25_10_14,Classrooms,Salas de aula,false,,Genérico,
3110,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,15,,SL_25_10_15,Common rooms,Salas comuns,false,,Genérico,
3111,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,17,,SL_25_10_17,Craft classrooms,Salas de aula de trabalhos manuais,false,,Genérico,
3112,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,21,,SL_25_10_21,Dance studios,Estúdios de dança,false,,Genérico,
3113,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,22,,SL_25_10_22,Dissection theatres,Teatro anatómico,false,,Genérico,
3114,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,24,,SL_25_10_24,Drama studios,Estúdios de teatro,false,,Genérico,
3115,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,25,,SL_25_10_25,Driving skid pans,Espaços de condução em piso escorregadio,false,,Genérico,
3116,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,26,,SL_25_10_26,Driving tuition spaces,Espaços para aulas de condução,false,,Genérico,
3117,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,28,,SL_25_10_28,Educational workshops,Oficinas educacionais,false,,Genérico,
3118,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,30,,SL_25_10_30,Food rooms,Refeitórios,false,,Genérico,
3119,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,39,,SL_25_10_39,Infant classrooms,Salas de aula infantis,false,,Genérico,
3120,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,40,,SL_25_10_40,Information and communications technology (ICT) laboratories,Laboratórios de tecnologia da informação e comunicação (TIC),false,,Genérico,
3121,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,41,,SL_25_10_41,Information and communications technology (ICT)-rich classrooms,Salas de aula com tecnologia da informação e comunicação (TIC),false,,Genérico,
3122,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,44,,SL_25_10_44,Junior classrooms,Salas de aula júnior,false,,Genérico,
3123,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,46,,SL_25_10_46,Language laboratories,Laboratórios de línguas,false,,Genérico,
3124,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,47,,SL_25_10_47,Lecture theatres,Palestras teatrais,false,,Genérico,
3125,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,53,,SL_25_10_53,Multi-purpose practical rooms,Salas práticas multifuncionais,false,,Genérico,
3126,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,54,,SL_25_10_54,Music and drama classrooms,Salas de aula de música e teatro,false,,Genérico,
3127,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,55,,SL_25_10_55,Music rooms,Salas de música,false,,Genérico,
3128,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,57,,SL_25_10_57,Nursery playrooms,Salas de jogos de berçário,false,,Genérico,
3129,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,58,,SL_25_10_58,Open access computer laboratories,Laboratórios de informática de acesso aberto,false,,Genérico,
3130,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,59,,SL_25_10_59,Open-sided classbases,Bases de aula abertas,false,,Genérico,
3131,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,66,,SL_25_10_66,Physics teaching laboratories,Laboratórios de ensino de física,false,,Genérico,
3132,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,67,,SL_25_10_67,Primary practical rooms,Salas práticas primárias,false,,Genérico,
3133,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,68,,SL_25_10_68,Primary special educational needs (SEN) classrooms,Salas de aula com necessidades educacionais especiais primárias (NEE),false,,Genérico,
3134,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,72,,SL_25_10_72,Reception classrooms,Salas de recepção,false,,Genérico,
3135,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,74,,SL_25_10_74,Science studios,Estúdios de ciência,false,,Genérico,
3136,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,75,,SL_25_10_75,Science laboratories,Laboratórios de ciência,false,,Genérico,
3137,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,76,,SL_25_10_76,Secondary special educational needs (SEN) classrooms,Salas de aula de necessidades educativas especiais (NEE) do ensino secundário,false,,Genérico,
3138,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,77,,SL_25_10_77,Semi-sided classbases,Semi-sided classbases (?),false,,Genérico,
3139,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,78,,SL_25_10_78,Seminar rooms,Salas de seminário,false,,Genérico,
3140,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,79,,SL_25_10_79,Share teaching areas,Áreas de ensino partilhado,false,,Genérico,
3141,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,81,,SL_25_10_81,Sixth form special educational needs (SEN) classrooms,Salas de aula de necessidades educativas especiais (NEE),false,,Genérico,
3142,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,10,84,,SL_25_10_84,Study spaces,Espaços de estudo,false,,Genérico,
3143,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,2,25,20,,,SL_25_20,Design spaces,Espaços de projeto,false,,Genérico,
3144,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,20,4,,SL_25_20_04,Artists' studios,Estúdios de artistas,false,,Genérico,
3145,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,20,18,,SL_25_20_18,Creative art studios,Estúdios de arte criativa,false,,Genérico,
3146,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,20,23,,SL_25_20_23,Designers' studios,Estúdios de projectistas,false,,Genérico,
3147,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,2,25,30,,,SL_25_30,Scientific and laboratory spaces,Espaços científicos e de laboratório,false,,Genérico,
3148,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,30,2,,SL_25_30_02,Anechoic chambers,Câmaras anecóicas,false,,Genérico,
3149,SECClasS,2021-06-25T00:00:00.000+00:00,1.19,1,Espaços/ locais,,3,25,30,4,,SL_25_30_04,Astronomical observatories,Observatórios astronómicos,false,,Genérico,
