Autor,Data_traducao,Group,Object,Section,Subgroup,Versao_Uniclass,_id,code_item,code_tabela,descricao_SECClasS,especialidade,idItem,keywords,nivel_item,review,tabela_id,title_item,titulo_SECClasS,versao_secclas
SECClasS,2021-06-24T23:19:00.000Z,20,,2,90,1.12,6151e818cf055d44dd0787ca,Co_20_90_02,Complexos,,Genérico,42,,3,false,,Air and sea rescue complexes,Complexos de resgate aéreo e marítimo,1
SECClasS,2021-06-24T23:18:00.000Z,20,,16,90,1.12,6151e818cf055d44dd0787cb,Co_20_90_16,Complexos,,Genérico,43,,3,false,,Coastguard stations,Estações da guarda costeira,1
SECClasS,2021-06-24T23:17:00.000Z,20,,27,90,1.12,6151e818cf055d44dd0787cc,Co_20_90_27,Complexos,,Genérico,44,,3,false,,Fire brigade complexes,Quartéis de bombeiros,1
SECClasS,2021-06-24T23:16:00.000Z,20,,47,90,1.12,6151e818cf055d44dd0787cd,Co_20_90_47,Complexos,,Genérico,45,,3,false,,Lifeboat stations,Estações de salva-vidas,1
SECClasS,2021-06-24T23:15:00.000Z,20,,53,90,1.12,6151e818cf055d44dd0787ce,Co_20_90_53,Complexos,,Genérico,46,,3,false,,Mountain rescue complexes,Complexos de resgate de montanha,1
SECClasS,2021-06-24T23:14:00.000Z,25,,,,1.12,6151e818cf055d44dd0787cf,Co_25,Complexos,,Genérico,47,,1,false,,"Cultural, educational, scientific and information complexes","Complexos culturais, educacionais, científicos e de informação",1
SECClasS,2021-06-24T23:13:00.000Z,25,,,5,1.12,6151e818cf055d44dd0787d0,Co_25_05,Complexos,,Genérico,48,,2,false,,Commemorative complexes,Complexos comemorativos,1
SECClasS,2021-06-24T23:12:00.000Z,25,,,10,1.12,6151e818cf055d44dd0787d1,Co_25_10,Complexos,,Genérico,49,,2,false,,Educational complexes,Complexos educacionais,1
SECClasS,2021-06-24T23:11:00.000Z,25,,32,10,1.12,6151e818cf055d44dd0787d2,Co_25_10_32,Complexos,,Genérico,50,,3,false,,Further education colleges,Instituições de ensino profissional,1
SECClasS,2021-06-24T23:10:00.000Z,25,,41,10,1.12,6151e818cf055d44dd0787d3,Co_25_10_41,Complexos,,Genérico,51,,3,false,,Infant schools,Edifícios de educação infantil ,1
SECClasS,2021-06-24T23:09:00.000Z,25,,45,10,1.12,6151e818cf055d44dd0787d4,Co_25_10_45,Complexos,,Genérico,52,,3,false,,"Kindergartens, nurseries and preschools","Berçários, jardins infantis e pré-escola",1
SECClasS,2021-06-24T23:08:00.000Z,25,,66,10,1.12,6151e818cf055d44dd0787d5,Co_25_10_66,Complexos,,Genérico,53,,3,false,,Primary schools,Escolas do ensino básico,1
SECClasS,2021-06-24T23:07:00.000Z,25,,77,10,1.12,6151e818cf055d44dd0787d6,Co_25_10_77,Complexos,,Genérico,54,,3,false,,Secondary schools,Escolas do ensino secundário,1
SECClasS,2021-06-24T23:06:00.000Z,25,,88,10,1.12,6151e818cf055d44dd0787d7,Co_25_10_88,Complexos,,Genérico,55,,3,false,,Tertiary colleges,Instituições de ensino superior,1
SECClasS,2021-06-24T23:05:00.000Z,25,,92,10,1.12,6151e818cf055d44dd0787d8,Co_25_10_92,Complexos,,Genérico,56,,3,false,,Universities,Universidades,1
SECClasS,2021-06-24T23:04:00.000Z,25,,,30,1.12,6151e818cf055d44dd0787d9,Co_25_30,Complexos,,Genérico,57,,2,false,,Scientific complexes,Complexos científicos,1
SECClasS,2021-06-24T23:03:00.000Z,25,,4,30,1.12,6151e818cf055d44dd0787da,Co_25_30_04,Complexos,,Genérico,58,,3,false,,Astronomical observatory complexes,Observatórios astronómicos,1
SECClasS,2021-06-24T23:02:00.000Z,25,,8,30,1.12,6151e818cf055d44dd0787db,Co_25_30_08,Complexos,,Genérico,59,,3,false,,Botanical gardens,Jardins botânicos,1
SECClasS,2021-06-24T23:01:00.000Z,25,,45,30,1.12,6151e818cf055d44dd0787dc,Co_25_30_45,Complexos,,Genérico,60,,3,false,,Laboratory complexes,Complexos laboratoriais,1
SECClasS,1970-01-01T00:00:00.000Z,25,,70,30,1.12,6151e818cf055d44dd0787dd,Co_25_30_70,Complexos,,Genérico,61,,3,false,,Research complexes,Complexos de investigação,1
SECClasS,1970-01-01T00:00:00.000Z,25,,,50,1.12,6151e818cf055d44dd0787de,Co_25_50,Complexos,,Genérico,62,,2,false,,Exhibition complexes,Complexos de exibição,1
SECClasS,1970-01-01T00:00:00.000Z,25,,3,50,1.12,6151e818cf055d44dd0787df,Co_25_50_03,Complexos,,Genérico,63,,3,false,,Art installations,Instalações de arte,1
SECClasS,1970-01-01T00:00:00.000Z,25,,33,50,1.12,6151e818cf055d44dd0787e0,Co_25_50_33,Complexos,,Genérico,64,,3,false,,Galleries,Galerias,1
SECClasS,1970-01-01T00:00:00.000Z,25,,34,50,1.12,6151e818cf055d44dd0787e1,Co_25_50_34,Complexos,,Genérico,65,,3,false,,Gardens and arboretums,Jardins e arboretos,1
SECClasS,1970-01-01T00:00:00.000Z,25,,50,50,1.12,6151e818cf055d44dd0787e2,Co_25_50_50,Complexos,,Genérico,66,,3,false,,Memorial complexes,Complexos memoriais,1
SECClasS,1970-01-01T00:00:00.000Z,25,,52,50,1.12,6151e818cf055d44dd0787e3,Co_25_50_52,Complexos,,Genérico,67,,3,false,,Monument complexes,Complexos monumentais,1
SECClasS,1970-01-01T00:00:00.000Z,25,,54,50,1.12,6151e818cf055d44dd0787e4,Co_25_50_54,Complexos,,Genérico,68,,3,false,,Multi-purpose exhibition complexes,Complexos de exposição polivalente,1
SECClasS,1970-01-01T00:00:00.000Z,25,,55,50,1.12,6151e818cf055d44dd0787e5,Co_25_50_55,Complexos,,Genérico,69,,3,false,,Museums,Museus,1
SECClasS,1970-01-01T00:00:00.000Z,25,,58,50,1.12,6151e818cf055d44dd0787e6,Co_25_50_58,Complexos,,Genérico,70,,3,false,,Open-air museums,Museus ao ar livre,1
SECClasS,1970-01-01T00:00:00.000Z,25,,59,50,1.12,6151e818cf055d44dd0787e7,Co_25_50_59,Complexos,,Genérico,71,,3,false,,Open-air sculpture parks,Parques de esculturas ao ar livre ,1
SECClasS,1970-01-01T00:00:00.000Z,25,,99,50,1.12,6151e818cf055d44dd0787e8,Co_25_50_99,Complexos,,Genérico,72,,3,false,,Zoos,Jardins zoológicos,1
SECClasS,1970-01-01T00:00:00.000Z,25,,,70,1.12,6151e818cf055d44dd0787e9,Co_25_70,Complexos,,Genérico,73,,2,false,,Information complexes,Complexos de informação,1
SECClasS,1970-01-01T00:00:00.000Z,25,,16,70,1.12,6151e818cf055d44dd0787ea,Co_25_70_16,Complexos,,Genérico,74,,3,false,,Conference complexes,Centros de conferências e congressos,1
SECClasS,1970-01-01T00:00:00.000Z,25,,23,70,1.12,6151e818cf055d44dd0787eb,Co_25_70_23,Complexos,,Genérico,75,,3,false,,Document archives,Arquivos,1
SECClasS,1970-01-01T00:00:00.000Z,25,,30,70,1.12,6151e818cf055d44dd0787ec,Co_25_70_30,Complexos,,Genérico,76,,3,false,,Film archives,Cinematecas,1
SECClasS,1970-01-01T00:00:00.000Z,25,,41,70,1.12,6151e818cf055d44dd0787ed,Co_25_70_41,Complexos,,Genérico,77,,3,false,,Information centres,Centros de informação,1
SECClasS,1970-01-01T00:00:00.000Z,25,,47,70,1.12,6151e818cf055d44dd0787ee,Co_25_70_47,Complexos,,Genérico,78,,3,false,,Library complexes,Complexos de bibliotecas,1
SECClasS,1970-01-01T00:00:00.000Z,25,,,90,1.12,6151e818cf055d44dd0787ef,Co_25_90,Complexos,,Genérico,79,,2,false,,Worship complexes,Complexos de culto,1
SECClasS,1970-01-01T00:00:00.000Z,25,,30,90,1.12,6151e818cf055d44dd0787f0,Co_25_90_30,Complexos,,Genérico,80,,3,false,,Faith worship complexes,Complexos de culto religioso,1
SECClasS,1970-01-01T00:00:00.000Z,30,,,,1.12,6151e818cf055d44dd0787f1,Co_30,Complexos,,Genérico,81,,1,false,,Industrial complexes,Complexos industriais,1
SECClasS,1970-01-01T00:00:00.000Z,30,,,10,1.12,6151e818cf055d44dd0787f2,Co_30_10,Complexos,,Genérico,82,,2,false,,Mineral extraction complexes,Complexos de extracção mineira,1
SECClasS,1970-01-01T00:00:00.000Z,30,,22,10,1.12,6151e818cf055d44dd0787f3,Co_30_10_22,Complexos,,Genérico,83,,3,false,,Deep mines,Minas subterrânea profunda,1
SECClasS,1970-01-01T00:00:00.000Z,30,,24,10,1.12,6151e818cf055d44dd0787f4,Co_30_10_24,Complexos,,Genérico,84,,3,false,,Drift mines,Minas subterrânea sub-horizontais,1
SECClasS,1970-01-01T00:00:00.000Z,30,,51,10,1.12,6151e818cf055d44dd0787f5,Co_30_10_51,Complexos,,Genérico,85,,3,false,,Methane hydrates extraction complexes,Complexos de extração de hidratos de metano,1
SECClasS,1970-01-01T00:00:00.000Z,30,,61,10,1.12,6151e818cf055d44dd0787f6,Co_30_10_61,Complexos,,Genérico,86,,3,false,,Opencast mines,Minas a céu aberto,1
SECClasS,1970-01-01T00:00:00.000Z,30,,69,10,1.12,6151e818cf055d44dd0787f7,Co_30_10_69,Complexos,,Genérico,87,,3,false,,Quarries,Pedreiras,1
SECClasS,1970-01-01T00:00:00.000Z,30,,77,10,1.12,6151e818cf055d44dd0787f8,Co_30_10_77,Complexos,,Genérico,88,,3,false,,Shale gas extraction complexes,Complexos de extracção de gás de xisto,1
SECClasS,1970-01-01T00:00:00.000Z,30,,78,10,1.12,6151e818cf055d44dd0787f9,Co_30_10_78,Complexos,,Genérico,89,,3,false,,Shale oil extraction complexes,Complexos de extracção de óleo de xisto,1
SECClasS,1970-01-01T00:00:00.000Z,30,,,20,1.12,6151e818cf055d44dd0787fa,Co_30_20,Complexos,,Genérico,90,,2,false,,Nuclear and chemical management complexes,Complexos de gestão nucleares e químicos,1
SECClasS,1970-01-01T00:00:00.000Z,30,,80,20,1.12,6151e818cf055d44dd0787fb,Co_30_20_80,Complexos,,Genérico,91,,3,false,,Surface radioactive waste management complexes,Complexos de gestão de resíduos radioactivos à superfície,1
SECClasS,1970-01-01T00:00:00.000Z,30,,95,20,1.12,6151e818cf055d44dd0787fc,Co_30_20_95,Complexos,,Genérico,92,,3,false,,Underground radioactive waste management complexes,Complexos de gestão de resíduos radioactivos subterrâneos,1
SECClasS,1970-01-01T00:00:00.000Z,30,,,30,1.12,6151e818cf055d44dd0787fd,Co_30_30,Complexos,,Genérico,93,,2,false,,Mineral processing complexes,Complexos de processamento mineral,1
SECClasS,1970-01-01T00:00:00.000Z,30,,30,30,1.12,6151e818cf055d44dd0787fe,Co_30_30_30,Complexos,,Genérico,94,,3,false,,Gas processing complexes,Complexos de processamento de gás,1
SECClasS,1970-01-01T00:00:00.000Z,30,,50,30,1.12,6151e818cf055d44dd0787ff,Co_30_30_50,Complexos,,Genérico,95,,3,false,,Oil processing complexes,Complexos de processamento de petróleo,1
SECClasS,1970-01-01T00:00:00.000Z,30,,55,30,1.12,6151e818cf055d44dd078800,Co_30_30_55,Complexos,,Genérico,96,,3,false,,Ore processing complexes,Complexos de processamento de minério,1
SECClasS,1970-01-01T00:00:00.000Z,30,,,40,1.12,6151e818cf055d44dd078801,Co_30_40,Complexos,,Genérico,97,,2,false,,Animal and plant products processing complexes,Complexos de processamento de produtos animais e vegetais,1
SECClasS,1970-01-01T00:00:00.000Z,30,,1,40,1.12,6151e818cf055d44dd078802,Co_30_40_01,Complexos,,Genérico,98,,3,false,,Abattoirs,Matadouros,1
SECClasS,1970-01-01T00:00:00.000Z,30,,3,40,1.12,6151e818cf055d44dd078803,Co_30_40_03,Complexos,,Genérico,99,,3,false,,Animal product processing complexes,Complexos de processamento de produtos animais,1
SECClasS,1970-01-01T00:00:00.000Z,30,,4,40,1.12,6151e818cf055d44dd078804,Co_30_40_04,Complexos,,Genérico,100,,3,false,,Arable crop processing complexes,Complexos de processamento de culturas arvenses,1
SECClasS,1970-01-01T00:00:00.000Z,30,,6,40,1.12,6151e818cf055d44dd078805,Co_30_40_06,Complexos,,Genérico,101,,3,false,,Bakeries,Padarias,1
SECClasS,1970-01-01T00:00:00.000Z,30,,8,40,1.12,6151e818cf055d44dd078806,Co_30_40_08,Complexos,,Genérico,102,,3,false,,Breweries,Fábricas de cerveja,1
SECClasS,1970-01-01T00:00:00.000Z,30,,11,40,1.12,6151e818cf055d44dd078807,Co_30_40_11,Complexos,,Genérico,103,,3,false,,Canneries,Fábricas de conservas,1
SECClasS,1970-01-01T00:00:00.000Z,30,,22,40,1.12,6151e818cf055d44dd078808,Co_30_40_22,Complexos,,Genérico,104,,3,false,,Distilleries,Destilarias,1
SECClasS,1970-01-01T00:00:00.000Z,30,,30,40,1.12,6151e818cf055d44dd078809,Co_30_40_30,Complexos,,Genérico,105,,3,false,,Fish processing complexes,Complexos de processamento de peixe,1
SECClasS,1970-01-01T00:00:00.000Z,30,,40,40,1.12,6151e818cf055d44dd07880a,Co_30_40_40,Complexos,,Genérico,106,,3,false,,Horticultural crop processing complexes,Complexos de processamento de hortícolas,1
SECClasS,1970-01-01T00:00:00.000Z,30,,55,40,1.12,6151e818cf055d44dd07880b,Co_30_40_55,Complexos,,Genérico,107,,3,false,,Mills,Moinhos,1
SECClasS,1970-01-01T00:00:00.000Z,30,,60,40,1.12,6151e818cf055d44dd07880c,Co_30_40_60,Complexos,,Genérico,108,,3,false,,Livestock processing complexes,Complexos de processamento de gado,1
SECClasS,1970-01-01T00:00:00.000Z,30,,90,40,1.12,6151e818cf055d44dd07880d,Co_30_40_90,Complexos,,Genérico,109,,3,false,,Timber processing complexes,Complexos de processamento de madeira,1
SECClasS,1970-01-01T00:00:00.000Z,30,,96,40,1.12,6151e818cf055d44dd07880e,Co_30_40_96,Complexos,,Genérico,110,,3,false,,Wineries,Complexos vitivinícolas,1
SECClasS,1970-01-01T00:00:00.000Z,30,,,50,1.12,6151e818cf055d44dd07880f,Co_30_50,Complexos,,Genérico,111,,2,false,,Manufacturing complexes,Complexos industriais,1
SECClasS,1970-01-01T00:00:00.000Z,30,,37,50,1.12,6151e818cf055d44dd078810,Co_30_50_37,Complexos,,Genérico,112,,3,false,,Heavy manufacturing complexes,Complexos industriais de produção pesada,1
SECClasS,1970-01-01T00:00:00.000Z,30,,41,50,1.12,6151e818cf055d44dd078811,Co_30_50_41,Complexos,,Genérico,113,,3,false,,Industrial parks,Parques industriais,1
SECClasS,1970-01-01T00:00:00.000Z,30,,47,50,1.12,6151e818cf055d44dd078812,Co_30_50_47,Complexos,,Genérico,114,,3,false,,Light manufacturing complexes,Complexos industriais de produção ligeira,1
SECClasS,1970-01-01T00:00:00.000Z,30,,77,50,1.12,6151e818cf055d44dd078813,Co_30_50_77,Complexos,,Genérico,115,,3,false,,Ship and boat building yards,Estaleiros navais,1
SECClasS,1970-01-01T00:00:00.000Z,30,,,60,1.12,6151e818cf055d44dd078814,Co_30_60,Complexos,,Genérico,116,,2,false,,Cleaning and maintenance complexes,Complexos de limpeza e de manutenção,1
SECClasS,1970-01-01T00:00:00.000Z,30,,15,60,1.12,6151e818cf055d44dd078815,Co_30_60_15,Complexos,,Genérico,117,,3,false,,Commercial laundries,Lavandarias comerciais,1
SECClasS,1970-01-01T00:00:00.000Z,30,,94,60,1.12,6151e818cf055d44dd078816,Co_30_60_94,Complexos,,Genérico,118,,3,false,,Vehicle cleaning complexes,Complexos de limpeza de veículos,1
SECClasS,1970-01-01T00:00:00.000Z,30,,,80,1.12,6151e818cf055d44dd078817,Co_30_80,Complexos,,Genérico,119,,2,false,,Mechanical power generation complexes,Complexos de geração de energia mecânica,1
SECClasS,1970-01-01T00:00:00.000Z,30,,10,80,1.12,6151e818cf055d44dd078818,Co_30_80_10,Complexos,,Genérico,120,,3,false,,Kinetic power generation complexes,Complexos de geração de energia cinética,1
SECClasS,1970-01-01T00:00:00.000Z,30,,,85,1.12,6151e818cf055d44dd078819,Co_30_85,Complexos,,Genérico,121,,2,false,,Marine and water maintenance complexes,Complexos de manutenção marinhos e aquáticos,1
SECClasS,1970-01-01T00:00:00.000Z,30,,,90,1.12,6151e818cf055d44dd07881a,Co_30_90,Complexos,,Genérico,122,,2,false,,Warehousing and distribution complexes,Complexos de armazenagem e distribuição,1
SECClasS,1970-01-01T00:00:00.000Z,32,,,,1.12,6151e818cf055d44dd07881b,Co_32,Complexos,,Genérico,123,,1,false,,Water and land management complexes,Complexos de gestão de água e território,1
SECClasS,1970-01-01T00:00:00.000Z,32,,,10,1.12,6151e818cf055d44dd07881c,Co_32_10,Complexos,,Genérico,124,,2,false,,Agricultural and horticultural complexes,Complexos agrícolas e hortícolas,1
SECClasS,1970-01-01T00:00:00.000Z,32,,2,10,1.12,6151e818cf055d44dd07881d,Co_32_10_02,Complexos,,Genérico,125,,3,false,,Arable farms,Explorações agrícolas,1
SECClasS,1970-01-01T00:00:00.000Z,32,,15,10,1.12,6151e818cf055d44dd07881e,Co_32_10_15,Complexos,,Genérico,126,,3,false,,Crofts,Quintas,1
SECClasS,1970-01-01T00:00:00.000Z,32,,28,10,1.12,6151e818cf055d44dd07881f,Co_32_10_28,Complexos,,Genérico,127,,3,false,,Fish farms,Complexos de aquacultura,1
SECClasS,1970-01-01T00:00:00.000Z,32,,30,10,1.12,6151e818cf055d44dd078820,Co_32_10_30,Complexos,,Genérico,128,,3,false,,Fish hatcheries,Viveiros de peixe,1
SECClasS,1970-01-01T00:00:00.000Z,32,,39,10,1.12,6151e818cf055d44dd078821,Co_32_10_39,Complexos,,Genérico,129,,3,false,,Horticultural nurseries,Viveiros hortícolas,1
SECClasS,1970-01-01T00:00:00.000Z,32,,46,10,1.12,6151e818cf055d44dd078822,Co_32_10_46,Complexos,,Genérico,130,,3,false,,Livestock farms,Explorações pecuárias,1
SECClasS,1970-01-01T00:00:00.000Z,32,,50,10,1.12,6151e818cf055d44dd078823,Co_32_10_50,Complexos,,Genérico,131,,3,false,,Managed forests,Florestas sob gestão,1
SECClasS,1970-01-01T00:00:00.000Z,32,,58,10,1.12,6151e818cf055d44dd078824,Co_32_10_58,Complexos,,Genérico,132,,3,false,,Orchards,Pomares,1
SECClasS,1970-01-01T00:00:00.000Z,32,,94,10,1.12,6151e818cf055d44dd078825,Co_32_10_94,Complexos,,Genérico,133,,3,false,,Vineyards,Vinhas,1
SECClasS,1970-01-01T00:00:00.000Z,32,,,20,1.12,6151e818cf055d44dd078826,Co_32_20,Complexos,,Genérico,134,,2,false,,Designated areas,Áreas designadas,1
SECClasS,1970-01-01T00:00:00.000Z,32,,4,20,1.12,6151e818cf055d44dd078827,Co_32_20_04,Complexos,,Genérico,135,,3,false,,Areas of special architectural or historical interest,Áreas de especial interesse arquitectónico ou histórico,1
SECClasS,1970-01-01T00:00:00.000Z,32,,17,20,1.12,6151e818cf055d44dd078828,Co_32_20_17,Complexos,,Genérico,136,,3,false,,Commons,Baldios,1
SECClasS,1970-01-01T00:00:00.000Z,32,,22,20,1.12,6151e818cf055d44dd078829,Co_32_20_22,Complexos,,Genérico,137,,3,false,,Designated archaeological sites,Sítios arqueológicos,1
SECClasS,1970-01-01T00:00:00.000Z,32,,23,20,1.12,6151e818cf055d44dd07882a,Co_32_20_23,Complexos,,Genérico,138,,3,false,,Designated nature reserves,Reservas naturais,1
