idItem,Versao_Uniclass,nivel_item,code_item,Group,Subgroup,Section,object_item,title_item,titulo_SECClasS,descricao_SECClasS,Comentarios,Data_traducao,Autor,code_tabela
91,1.19,,En_30_20,30,20,,,Nuclear and chemical management entities,Entidades de gestão nuclear e química,,,,,Entidades
92,1.19,,En_30_20_15,30,20,15,,Radioactivity waste management control buildings,Edifícios de controlo e gestão de resíduos radioativos,,,,,Entidades
93,1.19,,En_30_20_30,30,20,30,,High heat generating radioactive waste management tunnel,Tunel de gestão de resíduos radioativos com alta produção de calor,,,,,Entidades
94,1.19,,En_30_20_35,30,20,35,,High heat radioactive waste package transfer buildings,Edifícios de transferência de embalagens de contenção de resíduos radioativos com alta produção de calor,,,,,Entidades
95,1.19,,En_30_20_45,30,20,45,,Low heat radioactive waste package transfer buildings,Edifícios de transferência de embalagens de contenção de resíduos radioativos com baixa produção de calor,,,,,Entidades
96,1.19,,En_30_20_60,30,20,60,,Low heat generating radioactive waste management vault,Depósito de resíduos radioativos com baixa produção de calor,,,,,Entidades
97,1.19,,En_30_20_70,30,20,70,,Radioactivity decontamination buildings,Edifícios de descontaminação de radioatividade,,,,,Entidades
98,1.19,,En_30_20_75,30,20,75,,Radioactivity effluent management buildings,Edifícios de gestão de efluentes radioativos,,,,,Entidades
99,1.19,,En_30_30,30,30,,,Mineral processing entities,Entidades de processamento de minerais,,,,,Entidades
100,1.19,,En_30_30_33,30,30,33,,Gas processing structures,Estruturas de processamento de gás,,,,,Entidades
101,1.19,,En_30_30_58,30,30,58,,Oil processing structures,Estruturas de processamento de óleo,,,,,Entidades
102,1.19,,En_30_30_59,30,30,59,,Ore processing structures,Estruturas de processamento de minérios,,,,,Entidades
103,1.19,,En_30_40,30,40,,,Animal and plant products processing entities,Entidades de processamento de produtos de origem animal e vegetal,,,,,Entidades
104,1.19,,En_30_40_01,30,40,1,,Animal processing buildings,Edifícios de processamento animal,,,,,Entidades
105,1.19,,En_30_40_20,30,40,20,,Crop processing buildings,Edifícios de processamento de colheita,,,,,Entidades
106,1.19,,En_30_40_30,30,40,30,,Fish processing buildings,Edifícios de processamento de pescado,,,,,Entidades
107,1.19,,En_30_40_40,30,40,40,,Horticultural processing buildings,Edifícios de processamento de horticultura,,,,,Entidades
108,1.19,,En_30_40_90,30,40,90,,Timber processing buildings,Edifícios de processamento de madeira,,,,,Entidades
109,1.19,,En_30_50,30,50,,,Manufacturing entities,Entidades de manufatura,,,,,Entidades
110,1.19,,En_30_50_15,30,50,15,,Cranes,Gruas,,,,,Entidades
111,1.19,,En_30_50_50,30,50,50,,Manufacturing buildings,Edifícios de manufatura,,,,,Entidades
112,1.19,,En_30_60,30,60,,,Cleaning and maintenance entities,Entidades de limpeza e manutenção,,,,,Entidades
113,1.19,,En_30_60_20,30,60,20,,Decontamination laundry buildings,Edifícios de lanvandaria e descontaminação,,,,,Entidades
114,1.19,,En_30_60_40,30,60,40,,Laundry buildings,Edifícios de lanvandaria,,,,,Entidades
115,1.19,,En_30_60_50,30,60,50,,Maintenance buildings,Edifícios de manutenção,,,,,Entidades
116,1.19,,En_30_60_94,30,60,94,,Vehicle cleaning buildings,Edifícios de limpeza de veículos,,,,,Entidades
117,1.19,,En_30_70,30,70,,,Process entities,Entidades de processamento,,,,,Entidades
118,1.19,,En_30_70_13,30,70,13,,Chimney stacks,Chaminés,,,,,Entidades
119,1.19,,En_30_70_15,30,70,15,,Conveyors,Correia transportadora,,,,,Entidades
120,1.19,,En_30_70_17,30,70,17,,Cooling towers,Torres de refrigeração,,,,,Entidades
121,1.19,,En_30_70_28,30,70,28,,Equipment gantries,Pórticos,,,,,Entidades
122,1.19,,En_30_80,30,80,,,Mechanical power generation,Produção de energia mecânica,,,,,Entidades
123,1.19,,En_30_80_96,30,80,96,,Watermills,Moinhos de água,,,,,Entidades
124,1.19,,En_30_80_97,30,80,97,,Windmills,Moinhos de vento,,,,,Entidades
125,1.19,,En_30_85,30,85,,,Marine and water entities,Entidades marinhas e aquáticas,,,,,Entidades
126,1.19,,En_30_85_07,30,85,7,,Boathouse buildings,Armazéns de embarcações,,,,,Entidades
127,1.19,,En_30_85_08,30,85,8,,Boatyard buildings,Estaleiros de embarcações,,,,,Entidades
128,1.19,,En_30_85_24,30,85,24,,Dry docks,Docas secas,,,,,Entidades
129,1.19,,En_30_85_80,30,85,80,,Shipyard buildings,Estaleiros para navios,,,,,Entidades
130,1.19,,En_30_85_97,30,85,97,,Wet docks,Docas,,,,,Entidades
131,1.19,,En_30_90,30,90,,,Warehousing and distribution entities,Entidades de Armazenagem e distribuição,,,,,Entidades
132,1.19,,En_30_90_33,30,90,33,,Goods warehousing buildings,Armazém de mercadorias,,,,,Entidades
133,1.19,,En_30_90_35,30,90,35,,Goods distribution buildings,Edifícios de distribuição de mercadorias,,,,,Entidades
134,1.19,,En_32,32,,,,Water and land management entities,Entidades de gestão de território marítimo e terrestre,,,,,Entidades
135,1.19,,En_32_10,32,10,,,Agricultural and horticultural entities,Entidades agrícolas e hortícolas,,,,,Entidades
136,1.19,,En_32_10_02,32,10,2,,Arable buildings,Edifício de suporte à agricultura,,,,,Entidades
137,1.19,,En_32_10_04,32,10,4,,Arable land,Terreno cultivável,,,,,Entidades
138,1.19,,En_32_10_20,32,10,20,,Coppices,Talhadia,,,,,Entidades
139,1.19,,En_32_10_28,32,10,28,,Fishing buildings,Edifícios de pesca,,,,,Entidades
140,1.19,,En_32_10_29,32,10,29,,Fishing cages,Armadilha de pesca,,,,,Entidades
141,1.19,,En_32_10_30,32,10,30,,Forestry buildings,Edifícios florestais,,,,,Entidades
142,1.19,,En_32_10_31,32,10,31,,Forestry plantations,Plantações florestais,,,,,Entidades
143,1.19,,En_32_10_37,32,10,37,,Hedges,Sebes,,,,,Entidades
144,1.19,,En_32_10_39,32,10,39,,Horticultural buildings,Edifícios hortícolas,,,,,Entidades
145,1.19,,En_32_10_40,32,10,40,,Horticultural land,Terreno hortícola,,,,,Entidades
146,1.19,,En_32_10_46,32,10,46,,Livestock buildings,Edifícios de gado,,,,,Entidades
147,1.19,,En_32_10_47,32,10,47,,Livestock paddocks and fields,Campos e padoques de gado,,,,,Entidades
148,1.19,,En_32_10_93,32,10,93,,Vineyard and winery buildings,Edifícios vinícolas e campos de vinhas,,,,,Entidades
149,1.19,,En_32_10_94,32,10,94,,Vineyard plantations,Campos de plantação de vinha,,,,,Entidades
150,1.19,,En_32_35,32,35,,,Grounds,Terreno,,,,,Entidades
151,1.19,,En_32_35_05,32,35,5,,Arboretums,Arboretos,,,,,Entidades
152,1.19,,En_32_35_15,32,35,15,,Community gardens,Jardins comunitários,,,,,Entidades
153,1.19,,En_32_35_33,32,35,33,,Gardens,Jardins,,,,,Entidades
154,1.19,,En_32_35_36,32,35,36,,Hard landscapes,Arranjos paisagísticos com elementos rígidos,,,,,Entidades
155,1.19,,En_32_35_80,32,35,80,,Soft landscapes,Arranjos paisagísticos com elementos maleáveis,,,,,Entidades
156,1.19,,En_32_40,32,40,,,Land managed entities,Entidades de gestão territorial,,,,,Entidades
157,1.19,,En_32_40_20,32,40,20,,Cuttings,Taludes,,,,,Entidades
158,1.19,,En_32_40_26,32,40,26,,Embankments,Aterros,,,,,Entidades
159,1.19,,En_32_40_30,32,40,30,,False cuttings,Rebaixamento,,,,,Entidades
160,1.19,,En_32_40_90,32,40,90,,Trenches,Trincheiras,,,,,Entidades
161,1.19,,En_32_50,32,50,,,Marine and waterside entities,Entidades marinhas e ribeirinhas,,,,,Entidades
162,1.19,,En_32_50_20,32,50,20,,Degaussing and acoustic ranges,Estrutura de desmagnetização,,,,,Entidades
163,1.19,,En_32_50_22,32,50,22,,Dock buildings,Edifícios de apoio à doca,,,,,Entidades
164,1.19,,En_32_50_44,32,50,44,,Jetties,Molhes,,,,,Entidades
165,1.19,,En_32_50_46,32,50,46,,Landing stages,Plataformas de desembarque,,,,,Entidades
166,1.19,,En_32_50_58,32,50,58,,Offshore anchorages,Ancoragens,,,,,Entidades
167,1.19,,En_32_50_63,32,50,63,,Piers,Plataformas de desembarque ( sustentadas por pilares ),,,,,Entidades
168,1.19,,En_32_50_65,32,50,65,,Pontoons,Pontões,,,,,Entidades
169,1.19,,En_32_50_69,32,50,69,,Quays,Cais em margens,,,,,Entidades
170,1.19,,En_32_50_96,32,50,96,,Waterside platforms,Plataformas à beira-mar,,,,,Entidades
171,1.19,,En_32_50_98,32,50,98,,Wharfs,Cais construídos,,,,,Entidades
172,1.19,,En_32_60,32,60,,,Pollution control entities,Entidades de controlo de poluição,,,,,Entidades
173,1.19,,En_32_60_60,32,60,60,,Permeable reactive barriers,Barreiras Permeáveis Reativas,,,,,Entidades
174,1.19,,En_32_65,32,65,,,Natural entities,Entidades da natureza,,,,,Entidades
175,1.19,,En_32_65_06,32,65,6,,Beaches,Praias,,,,,Entidades
176,1.19,,En_32_65_37,32,65,37,,Heathlands,Charnecas,,,,,Entidades
177,1.19,,En_32_65_50,32,65,50,,Marshes and wet grasslands,Pântanos e pastagens húmidas,,,,,Entidades
178,1.19,,En_32_65_51,32,65,51,,Meadows,Prados,,,,,Entidades
179,1.19,,En_32_65_53,32,65,53,,Moorlands,Terreno montanhoso árido,,,,,Entidades
180,1.19,,En_32_65_55,32,65,55,,Mudflats,Terreno pantanoso,,,,,Entidades
181,1.19,,En_32_65_59,32,65,59,,Open grasslands,Prados,,,,,Entidades
182,1.19,,En_32_65_73,32,65,73,,Rocks and screes,Rochas e depósitos rochosos,,,,,Entidades
183,1.19,,En_32_65_75,32,65,75,,Sand dunes,Dunas de areia,,,,,Entidades
184,1.19,,En_32_65_76,32,65,76,,Scrub,Matagal,,,,,Entidades
185,1.19,,En_32_65_80,32,65,80,,Shingle banks,Depósito de seixo,,,,,Entidades
186,1.19,,En_32_65_81,32,65,81,,Shores,Costa,,,,,Entidades
187,1.19,,En_32_65_82,32,65,82,,Species-rich grassland,Pastagens biodiversas,,,,,Entidades
188,1.19,,En_32_65_95,32,65,95,,Washland,Planície de inundação,,,,,Entidades
189,1.19,,En_32_85,32,85,,,Water control and retaining entities,Entidades de controlo e retenção de água,,,,,Entidades
190,1.19,,En_32_85_06,32,85,6,,Barrier beaches,Ilhas de barreira,,,,,Entidades
191,1.19,,En_32_85_10,32,85,10,,Breakwaters,Quebra-mares,,,,,Entidades
192,1.19,,En_32_85_15,32,85,15,,Control gates,Portas de controlo,,,,,Entidades
193,1.19,,En_32_85_21,32,85,21,,Dams,Barragens,,,,,Entidades
194,1.19,,En_32_85_23,32,85,23,,Debris screens,Filtros de resíduos,,,,,Entidades
195,1.19,,En_32_85_24,32,85,24,,Dolphins,Estrutura de proteção de pilar,,,,,Entidades
196,1.19,,En_32_85_25,32,85,25,,Draw-off towers,Torres de reservatórios de água potável,,,,,Entidades
197,1.19,,En_32_85_30,32,85,30,,Flood prevention structures,Estruturas de controlo de inundações,,,,,Entidades
198,1.19,,En_32_85_31,32,85,31,,Flumes,Canais artificiais de transporte de água,,,,,Entidades
199,1.19,,En_32_85_35,32,85,35,,Groynes,Esporão,,,,,Entidades
200,1.19,,En_32_85_37,32,85,37,,High ground,Terreno elevado,,,,,Entidades
201,1.19,,En_32_85_45,32,85,45,,Levees,Represas,,,,,Entidades
202,1.19,,En_32_85_59,32,85,59,,Outfalls,Emissários,,,,,Entidades
203,1.19,,En_32_85_72,32,85,72,,Revetments,Revestimento de margens fluvíais e marítimas,,,,,Entidades
204,1.19,,En_32_85_75,32,85,75,,Sand traps,Bacia de desarenação,,,,,Entidades
205,1.19,,En_32_85_77,32,85,77,,Sea dikes,Diques marinhos,,,,,Entidades
206,1.19,,En_32_85_80,32,85,80,,Sluices,Comportas,,,,,Entidades
207,1.19,,En_32_85_82,32,85,82,,Spillways,Vertedouros,,,,,Entidades
208,1.19,,En_32_85_84,32,85,84,,Stilling basins,Bacias de tranquilização,,,,,Entidades
209,1.19,,En_32_85_96,32,85,96,,Water retaining structures,Estruturas de retenção de água,,,,,Entidades
210,1.19,,En_32_85_97,32,85,97,,Weirs,Represas baixas,,,,,Entidades
211,1.19,,En_32_85_98,32,85,98,,Wells,Poços,,,,,Entidades
212,1.19,,En_32_95,32,95,,,Waterways,Hidrovia,,,,,Entidades
213,1.19,,En_32_95_14,32,95,14,,Channels,Canais de água,,,,,Entidades
214,1.19,,En_32_95_16,32,95,16,,Complex culverts,Passagens de água inferiores,,,,,Entidades
215,1.19,,En_32_95_23,32,95,23,,Ditches,Valas,,,,,Entidades
216,1.19,,En_32_95_59,32,95,59,,Open channels,Canais abertos,,,,,Entidades
217,1.19,,En_32_95_80,32,95,80,,Simple culverts,Bueiros,,,,,Entidades
218,1.19,,En_32_95_85,32,95,85,,Surface water channels,Canal de águas superficiais,,,,,Entidades
219,1.19,,En_32_95_86,32,95,86,,Swales,Bacias de infiltração,,,,,Entidades
220,1.19,,En_35,35,,,,"Medical, health, welfare and sanitary entities","Entidades médicas, de saúde, de segurança social e sanitárias",,,,,Entidades
221,1.19,,En_35_10,35,10,,,Medical entities,Entidades médicas,,,,,Entidades
222,1.19,,En_35_10_10,35,10,10,,Medical buildings,Edifícios médicos,,,,,Entidades
223,1.19,,En_35_50,35,50,,,Welfare entities,Entidades de assistência social,,,,,Entidades
224,1.19,,En_35_50_21,35,50,21,,Day welfare buildings,Edifícios de assistência social diurna,,,,,Entidades
225,1.19,,En_35_50_70,35,50,70,,Residential welfare buildings,Edifícios residenciais da assistência social,,,,,Entidades
226,1.19,,En_35_50_94,35,50,94,,Visitor welfare buildings,Edifícios da assistência social para visitantes,,,,,Entidades
227,1.19,,En_35_70,35,70,,,Funerary entities,Entidades funerárias,,,,,Entidades
228,1.19,,En_35_70_06,35,70,6,,Body storage buildings,Morgue,,,,,Entidades
229,1.19,,En_35_70_10,35,70,10,,Burial buildings,Mausoléu,,,,,Entidades
230,1.19,,En_35_70_11,35,70,11,,Burial grounds,Cemitério,,,,,Entidades
231,1.19,,En_35_70_30,35,70,30,,Funeral buildings,Edifícios funerários,,,,,Entidades
232,1.19,,En_35_70_60,35,70,60,,Medical chimney stacks,Chaminés médicas,,,,,Entidades
233,1.19,,En_35_80,35,80,,,Sanitary entities,Entidades sanitárias,,,,,Entidades
234,1.19,,En_35_80_10,35,80,10,,Bathing buildings,Balneários,,,,,Entidades
235,1.19,,En_35_80_90,35,80,90,,Toilet buildings,Edifícios de Instalações Sanitárias,,,,,Entidades
236,1.19,,En_35_85,35,85,,,Animal entities,Entidades para animais,,,,,Entidades
237,1.19,,En_35_85_02,35,85,2,,Animal cage buildings,Recinto de jaulas de animais,,,,,Entidades
238,1.19,,En_35_85_03,35,85,3,,Animal pen buildings,Recinto de currais de animais,,,,,Entidades
239,1.19,,En_35_85_84,35,85,84,,Stable buildings,Estábulos,,,,,Entidades
240,1.19,,En_35_90,35,90,,,"Animal medical, health, welfare and funerary entities","Entidades médicas, sanitárias, de bem-estar e funerárias de animais",,,,,Entidades
241,1.19,,En_35_90_10,35,90,10,,Animal cemeteries,Cemitérios de animais,,,,,Entidades
242,1.19,,En_35_90_30,35,90,30,,Animal funerary buildings,Edifícios funerários de animais,,,,,Entidades
243,1.19,,En_35_90_50,35,90,50,,Animal medical buildings,Clínicas Veterinárias,,,,,Entidades
244,1.19,,En_40,40,,,,Recreational entities,Entidades recreativas,,,,,Entidades
245,1.19,,En_40_05,40,5,,,Amusement entities,Entidades de diversão,,,,,Entidades
246,1.19,,En_40_05_03,40,5,3,,Amusement buildings,Edifícios de diversão,,,,,Entidades
247,1.19,,En_40_05_13,40,5,13,,Casinos,Casinos,,,,,Entidades
248,1.19,,En_40_05_27,40,5,27,,E-sport buildings,Edifícios de jogos virtuais,,,,,Entidades
249,1.19,,En_40_05_42,40,5,42,,Indoor fairgrounds,Recintos de feira interiores,,,,,Entidades
250,1.19,,En_40_05_60,40,5,60,,Outdoor fairgrounds,Recintos de feira exteriores,,,,,Entidades
251,1.19,,En_40_05_68,40,5,68,,Public amenities,Serviços públicos,,,,,Entidades
252,1.19,,En_40_20,40,20,,,Dining entities,Entidades de restauração,,,,,Entidades
253,1.19,,En_40_20_23,40,20,23,,Dining buildings,Edifícios de restauração,,,,,Entidades
254,1.19,,En_40_35,40,35,,,Historic entities,Entidades históricas,,,,,Entidades
255,1.19,,En_40_35_10,40,35,10,,Buildings of historic interest,Edifícios de interesse histórico,,,,,Entidades
256,1.19,,En_40_35_36,40,35,36,,Historic buildings,Edifícios históricos,,,,,Entidades
257,1.19,,En_40_60,40,60,,,Performing arts entities,Entidades de artes performativas,,,,,Entidades
258,1.19,,En_40_60_10,40,60,10,,Multiple performing arts buildings,Edifícios de artes performativas multiusos,,,,,Entidades
259,1.19,,En_40_60_70,40,60,70,,Single performing arts buildings,Edifícios de artes performativas de uso único,,,,,Entidades
260,1.19,,En_40_75,40,75,,,Social recreation entities,Entidades socio-recreativas,,,,,Entidades
261,1.19,,En_40_75_10,40,75,10,,Multiple social recreation buildings,Edifícios de várias atividades socio-recreativas,,,,,Entidades
262,1.19,,En_40_75_15,40,75,15,,Club houses,Edifícios de clubes,,,,,Entidades
263,1.19,,En_40_75_70,40,75,70,,Single social recreation buildings,Edifícios de uma atividade socio-recreativa,,,,,Entidades
264,1.19,,En_40_75_94,40,75,94,,Visitor centres,Centros de visita,,,,,Entidades
265,1.19,,En_42,42,,,,Sport and activity entities,Entidades de desporto e atividades desportivas,,,,,Entidades
266,1.19,,En_42_15,42,15,,,"Courts, pitches and field sports entities",Entidades de campos e quadras desportivos,,,,,Entidades
267,1.19,,En_42_15_06,42,15,6,,Ball courts,Quadras de desportos com bola,,,,,Entidades
268,1.19,,En_42_15_81,42,15,81,,Sports grounds,Áreas desportivas,,,,,Entidades
269,1.19,,En_42_15_82,42,15,82,,Sports pitches,Campos desportivos,,,,,Entidades
270,1.19,,En_42_40,42,40,,,Indoor activity entities,Entidades de atividades desportivas interiores,,,,,Entidades
271,1.19,,En_42_40_80,42,40,80,,Sports buildings,Instalação desportiva,,,,,Entidades
272,1.19,,En_42_55,42,55,,,Outdoor activity entities,Entidades de atividades desportivas interior,,,,,Entidades
273,1.19,,En_42_55_01,42,55,1,,Activity grounds,Campos de atividade ddesportiva,,,,,Entidades
274,1.19,,En_42_55_34,42,55,34,,Golf driving ranges,Campos de golfe,,,,,Entidades
275,1.19,,En_42_85,42,85,,,Swimming entities,Entidades de natação,,,,,Entidades
